unix,ds,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount,Value
1.552E+12,2019-03-08,LINK/USDT,0.4521,0.5107,0.4519,0.4611,3248280.83,1570069.712,9622,0.4813
1.55209E+12,2019-03-09,LINK/USDT,0.4611,0.4824,0.4524,0.4746,1381686.43,643096.0028,4288,0.4674
1.55218E+12,2019-03-10,LINK/USDT,0.4742,0.546,0.4681,0.4981,2887991.86,1456511.396,10121,0.50705
1.55226E+12,2019-03-11,LINK/USDT,0.4982,0.5181,0.4382,0.4629,2633054.21,1262800.852,7157,0.47815
1.55235E+12,2019-03-12,LINK/USDT,0.4641,0.5079,0.4503,0.4876,2105182.67,1016416.429,5965,0.4791
1.55244E+12,2019-03-13,LINK/USDT,0.4872,0.488,0.4671,0.4805,1263356.68,602730.1774,4399,0.47755
1.55252E+12,2019-03-14,LINK/USDT,0.4814,0.4994,0.4722,0.4871,1720792.4,835254.8636,6103,0.4858
1.55261E+12,2019-03-15,LINK/USDT,0.4858,0.496,0.4831,0.4858,577893.06,281897.9164,2521,0.48955
1.55269E+12,2019-03-16,LINK/USDT,0.4866,0.496,0.4681,0.4819,1768514.51,850597.4758,6478,0.48205
1.55278E+12,2019-03-17,LINK/USDT,0.4805,0.4887,0.4702,0.4785,1352126.73,645227.3942,5293,0.47945
1.55287E+12,2019-03-18,LINK/USDT,0.4789,0.4833,0.467,0.4757,891826.09,422057.3388,2812,0.47515
1.55295E+12,2019-03-19,LINK/USDT,0.476,0.48,0.4648,0.477,530734.59,250536.1022,2023,0.4724
1.55304E+12,2019-03-20,LINK/USDT,0.4796,0.4899,0.4737,0.4807,696146.28,335078.5495,2431,0.4818
1.55313E+12,2019-03-21,LINK/USDT,0.4818,0.4842,0.4342,0.4548,1043991.8,484257.1134,3146,0.4592
1.55321E+12,2019-03-22,LINK/USDT,0.4551,0.4655,0.447,0.4646,863577.33,392384.9164,2313,0.45625
1.5533E+12,2019-03-23,LINK/USDT,0.4627,0.4644,0.4545,0.4608,406749.66,186648.7141,1452,0.45945
1.55339E+12,2019-03-24,LINK/USDT,0.4606,0.4621,0.4485,0.4531,634173.75,287618.8955,1878,0.4553
1.55347E+12,2019-03-25,LINK/USDT,0.4539,0.4949,0.441,0.4734,2441517.99,1142857.563,6807,0.46795
1.55356E+12,2019-03-26,LINK/USDT,0.4729,0.485,0.448,0.4605,1129722.2,526180.1435,3488,0.4665
1.55364E+12,2019-03-27,LINK/USDT,0.4603,0.4997,0.4556,0.4946,1352736.34,651471.1433,4623,0.47765
1.55373E+12,2019-03-28,LINK/USDT,0.4967,0.5196,0.4846,0.4992,1443876.83,719069.6434,5262,0.5021
1.55382E+12,2019-03-29,LINK/USDT,0.4984,0.5042,0.4887,0.5008,877803.92,434977.1225,4435,0.49645
1.5539E+12,2019-03-30,LINK/USDT,0.5008,0.5034,0.4858,0.494,675007.13,332877.1492,3263,0.4946
1.55399E+12,2019-03-31,LINK/USDT,0.4938,0.541,0.4868,0.5084,2047013.33,1057434.916,8464,0.5139
1.55408E+12,2019-04-01,LINK/USDT,0.5084,0.563,0.5007,0.554,2288623.96,1226137.819,7662,0.53185
1.55416E+12,2019-04-02,LINK/USDT,0.5533,0.6,0.5326,0.5811,4081948.84,2328532.774,11776,0.5663
1.55425E+12,2019-04-03,LINK/USDT,0.5811,0.6073,0.517,0.562,4435492.21,2584274.573,11371,0.56215
1.55434E+12,2019-04-04,LINK/USDT,0.5588,0.5839,0.5195,0.5396,2088035.72,1155026.496,6468,0.5517
1.55442E+12,2019-04-05,LINK/USDT,0.5409,0.5799,0.539,0.5729,1039348.68,579093.3648,3943,0.55945
1.55451E+12,2019-04-06,LINK/USDT,0.5735,0.59,0.5557,0.5691,1176149.98,672544.532,5323,0.57285
1.5546E+12,2019-04-07,LINK/USDT,0.5677,0.5918,0.5655,0.5773,956649.36,552493.4347,3810,0.57865
1.55468E+12,2019-04-08,LINK/USDT,0.5776,0.5912,0.537,0.5634,1559203.75,875383.3089,6674,0.5641
1.55477E+12,2019-04-09,LINK/USDT,0.5617,0.5637,0.517,0.53,1284451.25,682600.6916,4648,0.54035
1.55485E+12,2019-04-10,LINK/USDT,0.53,0.5452,0.51,0.5197,1259717.42,662636.0777,3910,0.5276
1.55494E+12,2019-04-11,LINK/USDT,0.5198,0.521,0.453,0.4821,1891750.27,920572.9452,5378,0.487
1.55503E+12,2019-04-12,LINK/USDT,0.4821,0.5134,0.4531,0.492,1247794.83,609014.2762,4165,0.48325
1.55511E+12,2019-04-13,LINK/USDT,0.4932,0.5399,0.4913,0.5358,984745.93,514382.6096,3773,0.5156
1.5552E+12,2019-04-14,LINK/USDT,0.5366,0.5449,0.5073,0.5225,825009.09,431556.8168,2850,0.5261
1.55529E+12,2019-04-15,LINK/USDT,0.5259,0.5268,0.48,0.4883,1617780.69,812827.2622,4779,0.5034
1.55537E+12,2019-04-16,LINK/USDT,0.4884,0.5176,0.4883,0.4985,752244.29,377882.3837,2558,0.50295
1.55546E+12,2019-04-17,LINK/USDT,0.4998,0.5046,0.488,0.4998,625939.62,310958.4507,2118,0.4963
1.55555E+12,2019-04-18,LINK/USDT,0.4992,0.5226,0.4974,0.5193,747995.99,382966.9824,2883,0.51
1.55563E+12,2019-04-19,LINK/USDT,0.5187,0.539,0.5083,0.5095,857084.8,447910.4306,3348,0.52365
1.55572E+12,2019-04-20,LINK/USDT,0.5105,0.5287,0.505,0.5118,547954.68,281962.9739,2102,0.51685
1.5558E+12,2019-04-21,LINK/USDT,0.5117,0.5139,0.4752,0.4963,755636.95,371111.5317,2922,0.49455
1.55589E+12,2019-04-22,LINK/USDT,0.4963,0.517,0.4837,0.4957,669329.7,335305.5518,3191,0.50035
1.55598E+12,2019-04-23,LINK/USDT,0.492,0.504,0.4756,0.4756,798688.99,391603.5268,2754,0.4898
1.55606E+12,2019-04-24,LINK/USDT,0.4756,0.48,0.44,0.475,1341167.65,614034.7083,3604,0.46
1.55615E+12,2019-04-25,LINK/USDT,0.4745,0.4997,0.435,0.4503,1289948.57,607159.8864,4065,0.46735
1.55624E+12,2019-04-26,LINK/USDT,0.4499,0.4699,0.4264,0.4416,881943.93,389402.9987,2196,0.44815
1.55632E+12,2019-04-27,LINK/USDT,0.4437,0.4698,0.4357,0.443,330467.67,149494.5922,1304,0.45275
1.55641E+12,2019-04-28,LINK/USDT,0.4448,0.46,0.4403,0.451,429353.92,194108.9041,1406,0.45015
1.5565E+12,2019-04-29,LINK/USDT,0.451,0.4546,0.424,0.4338,394944.33,173429.7316,1297,0.4393
1.55658E+12,2019-04-30,LINK/USDT,0.4334,0.4771,0.432,0.4727,610148.8,281321.217,2136,0.45455
1.55667E+12,2019-05-01,LINK/USDT,0.475,0.4876,0.4638,0.473,397476.93,188524.0954,1620,0.4757
1.55676E+12,2019-05-02,LINK/USDT,0.4745,0.4757,0.46,0.463,228270.4,106411.4994,1046,0.46785
1.55684E+12,2019-05-03,LINK/USDT,0.4643,0.5223,0.4607,0.511,1017233.78,502255.6762,3891,0.4915
1.55693E+12,2019-05-04,LINK/USDT,0.5118,0.5151,0.4783,0.4964,640984.06,318811.5078,2937,0.4967
1.55701E+12,2019-05-05,LINK/USDT,0.4964,0.5238,0.4902,0.5058,641774.32,328895.3884,2643,0.507
1.5571E+12,2019-05-06,LINK/USDT,0.5058,0.5882,0.4901,0.5745,1593771.02,868680.9896,6084,0.53915
1.55719E+12,2019-05-07,LINK/USDT,0.5798,0.6186,0.5409,0.5435,2267674.3,1314846.891,8074,0.57975
1.55727E+12,2019-05-08,LINK/USDT,0.5433,0.6157,0.5212,0.594,1255624.91,730122.0284,4797,0.56845
1.55736E+12,2019-05-09,LINK/USDT,0.594,0.704,0.5873,0.6403,3548028.13,2284998.871,10948,0.64565
1.55745E+12,2019-05-10,LINK/USDT,0.6402,0.7233,0.6374,0.6703,2987660.69,2051444.512,9173,0.68035
1.55753E+12,2019-05-11,LINK/USDT,0.6731,0.7484,0.6517,0.6752,3014329.89,2076341.526,9763,0.70005
1.55762E+12,2019-05-12,LINK/USDT,0.679,0.6999,0.6285,0.6586,1760800.08,1165285.922,6345,0.6642
1.55771E+12,2019-05-13,LINK/USDT,0.6607,0.6872,0.6336,0.6474,1281864.7,853179.4287,5907,0.6604
1.55779E+12,2019-05-14,LINK/USDT,0.6474,0.9565,0.6332,0.828,7911014.07,6371210.432,27495,0.79485
1.55788E+12,2019-05-15,LINK/USDT,0.8251,0.889,0.7772,0.8427,3798325.64,3148626.362,12549,0.8331
1.55796E+12,2019-05-16,LINK/USDT,0.8427,0.9389,0.7551,0.928,4555532.19,3883945.234,17837,0.847
1.55805E+12,2019-05-17,LINK/USDT,0.9264,0.9869,0.81,0.8911,5725645.69,5097003.16,21757,0.89845
1.55814E+12,2019-05-18,LINK/USDT,0.895,0.9592,0.8457,0.9359,2389369.04,2179041.174,10994,0.90245
1.55822E+12,2019-05-19,LINK/USDT,0.936,1.05,0.9279,0.9934,4785605.62,4702849.495,21076,0.98895
1.55831E+12,2019-05-20,LINK/USDT,0.9927,1.143,0.946,1.117,2936467.3,2982285.876,14240,1.0445
1.5584E+12,2019-05-21,LINK/USDT,1.1146,1.25,1.06,1.1798,5046994.2,5745623.488,21707,1.155
1.55848E+12,2019-05-22,LINK/USDT,1.1855,1.474,1.1301,1.2205,14821357.09,19619790.33,53298,1.30205
1.55857E+12,2019-05-23,LINK/USDT,1.2205,1.3655,1.1418,1.3392,6874618.39,8592874.224,27453,1.25365
1.55866E+12,2019-05-24,LINK/USDT,1.3393,1.4347,1.2216,1.3314,5097940.05,6795296.791,23885,1.32815
1.55874E+12,2019-05-25,LINK/USDT,1.3314,1.3376,1.0961,1.113,6245467.5,7275849.638,23014,1.21685
1.55883E+12,2019-05-26,LINK/USDT,1.113,1.1824,1.034,1.0828,4854605.26,5317940.972,19207,1.1082
1.55892E+12,2019-05-27,LINK/USDT,1.0802,1.275,1.0802,1.2119,7339191.28,8694289.418,31838,1.1776
1.559E+12,2019-05-28,LINK/USDT,1.2173,1.35,1.1441,1.2788,5580233.08,6953474.359,26790,1.24705
1.55909E+12,2019-05-29,LINK/USDT,1.2787,1.2844,1.1426,1.1725,4654393.37,5580540.158,20598,1.2135
1.55917E+12,2019-05-30,LINK/USDT,1.1722,1.2257,0.9009,1.0023,10326672.93,11158245.53,43021,1.0633
1.55926E+12,2019-05-31,LINK/USDT,1.0018,1.0444,0.933,1.0189,7748553.79,7626141.24,21930,0.9887
1.55935E+12,2019-06-01,LINK/USDT,1.0236,1.0598,0.9511,0.956,3797903.78,3799790.573,13119,1.00545
1.55943E+12,2019-06-02,LINK/USDT,0.9536,1.0554,0.9323,1.0155,3449110.82,3434246.098,13542,0.99385
1.55952E+12,2019-06-03,LINK/USDT,1.0155,1.02,0.8853,0.9,3308495.33,3184563.205,13255,0.95265
1.55961E+12,2019-06-04,LINK/USDT,0.8985,0.9299,0.8368,0.885,4577420.9,4017639.798,16372,0.88335
1.55969E+12,2019-06-05,LINK/USDT,0.885,1.0991,0.8838,1.096,10134603.36,10260184.73,34337,0.99145
1.55978E+12,2019-06-06,LINK/USDT,1.0959,1.27,1.0556,1.1098,11128235.33,12735058.34,39493,1.1628
1.55987E+12,2019-06-07,LINK/USDT,1.1099,1.2589,1.071,1.1753,6340116.8,7478286.807,24865,1.16495
1.55995E+12,2019-06-08,LINK/USDT,1.1747,1.1991,1.1165,1.1326,2537076.42,2927714.643,11125,1.1578
1.56004E+12,2019-06-09,LINK/USDT,1.1376,1.1486,1.0085,1.0595,3544981.93,3806409.601,13128,1.07855
1.56012E+12,2019-06-10,LINK/USDT,1.0595,1.2104,1.0301,1.206,3560999.95,4027582.256,13271,1.12025
1.56021E+12,2019-06-11,LINK/USDT,1.2043,1.207,1.0876,1.1243,3072196.39,3513179.688,12406,1.1473
1.5603E+12,2019-06-12,LINK/USDT,1.1241,1.1643,1.0875,1.1448,2552375.74,2871799.938,10688,1.1259
1.56038E+12,2019-06-13,LINK/USDT,1.1448,1.97,1.1126,1.868,34048038.46,58331496.99,121167,1.5413
1.56047E+12,2019-06-14,LINK/USDT,1.868,1.8936,1.49,1.6395,33219623.47,54554409.95,115068,1.6918
1.56056E+12,2019-06-15,LINK/USDT,1.6364,1.8065,1.6022,1.7179,10734639.21,18448605.67,42524,1.70435
1.56064E+12,2019-06-16,LINK/USDT,1.718,1.7924,1.6,1.6621,8287172.15,14008833.98,36546,1.6962
1.56073E+12,2019-06-17,LINK/USDT,1.6651,2.0776,1.6525,1.9631,17066477.53,32443361.46,66077,1.86505
1.56082E+12,2019-06-18,LINK/USDT,1.9615,2.0185,1.76,1.8194,13903673.74,25883624.64,49717,1.88925
1.5609E+12,2019-06-19,LINK/USDT,1.8158,1.9016,1.7869,1.8353,4857793.43,8954934.22,20943,1.84425
1.56099E+12,2019-06-20,LINK/USDT,1.8352,1.8865,1.6859,1.7656,5377028,9540141.377,25242,1.7862
1.56108E+12,2019-06-21,LINK/USDT,1.7671,1.79,1.61,1.6883,6940438.91,11648112.15,31270,1.7
1.56116E+12,2019-06-22,LINK/USDT,1.6895,1.947,1.6827,1.8428,8447723.54,15223949.29,46598,1.81485
1.56125E+12,2019-06-23,LINK/USDT,1.8429,1.91,1.7702,1.8169,4603366.09,8435896.351,31706,1.8401
1.56133E+12,2019-06-24,LINK/USDT,1.8169,1.8884,1.79,1.8689,2384487.82,4400730.712,19196,1.8392
1.56142E+12,2019-06-25,LINK/USDT,1.8689,2.4273,1.8613,2.1928,22004618.38,47774694.54,112726,2.1443
1.56151E+12,2019-06-26,LINK/USDT,2.1931,2.5,2.0231,2.28,16314862.03,36133293.91,97300,2.26155
1.56159E+12,2019-06-27,LINK/USDT,2.2821,2.555,2.1123,2.2879,14032427.25,32964955.57,91668,2.33365
1.56168E+12,2019-06-28,LINK/USDT,2.2912,3.0981,2.215,3.0392,16193947.24,43075487.92,100570,2.65655
1.56177E+12,2019-06-29,LINK/USDT,3.0391,4.5826,2.9499,3.7125,55522584.24,212325728.1,339919,3.76625
1.56185E+12,2019-06-30,LINK/USDT,3.7051,4.22,3.23,3.3885,25198062.62,97131943.38,189555,3.725
1.56194E+12,2019-07-01,LINK/USDT,3.3885,3.862,2.9266,3.6369,25318756.74,85715319.94,164015,3.3943
1.56203E+12,2019-07-02,LINK/USDT,3.6476,3.9914,3.201,3.7453,26694285.35,97140287.17,186154,3.5962
1.56211E+12,2019-07-03,LINK/USDT,3.7441,3.8857,3.4769,3.49,11110619.17,40919314.47,87597,3.6813
1.5622E+12,2019-07-04,LINK/USDT,3.4854,3.61,3.204,3.453,9880436.75,33808432.7,82943,3.407
1.56228E+12,2019-07-05,LINK/USDT,3.4555,3.75,3.441,3.64,10535825.86,37923583.67,88803,3.5955
1.56237E+12,2019-07-06,LINK/USDT,3.64,3.6611,3.4384,3.4603,4979198.01,17632773.83,44022,3.54975
1.56246E+12,2019-07-07,LINK/USDT,3.465,3.5038,3.25,3.275,5553670.72,18694593.88,46263,3.3769
1.56254E+12,2019-07-08,LINK/USDT,3.275,3.5731,3.25,3.3362,5283821.17,17859623.59,45082,3.41155
1.56263E+12,2019-07-09,LINK/USDT,3.3334,3.3741,2.9401,3.067,9165611.15,28835425.25,67093,3.1571
1.56272E+12,2019-07-10,LINK/USDT,3.067,3.2568,2.8578,3.1166,9566090.98,29441146.12,73143,3.0573
1.5628E+12,2019-07-11,LINK/USDT,3.1166,3.1555,2.71,2.7853,7302194.48,21295316.69,52546,2.93275
1.56289E+12,2019-07-12,LINK/USDT,2.787,3.3282,2.6,3.166,11732670.96,35188291.87,78572,2.9641
1.56298E+12,2019-07-13,LINK/USDT,3.166,3.2953,3.04,3.1652,9069996.44,28825984.75,65182,3.16765
1.56306E+12,2019-07-14,LINK/USDT,3.1689,3.2413,2.7611,2.7856,8270840.72,24656046.2,55500,3.0012
1.56315E+12,2019-07-15,LINK/USDT,2.7792,2.8498,2.5801,2.6913,7328956.43,19979889.88,47037,2.71495
1.56324E+12,2019-07-16,LINK/USDT,2.6911,2.7749,2.1521,2.1948,8049014.93,19732975.21,52392,2.4635
1.56332E+12,2019-07-17,LINK/USDT,2.1947,2.6,2.0531,2.398,13229065.69,30902383.51,73776,2.32655
1.56341E+12,2019-07-18,LINK/USDT,2.3951,2.8094,2.3542,2.67,13388877.99,34942865.13,80822,2.5818
1.56349E+12,2019-07-19,LINK/USDT,2.67,2.749,2.491,2.6046,5548232.12,14390758.32,37423,2.62
1.56358E+12,2019-07-20,LINK/USDT,2.602,2.7314,2.5751,2.637,4607848.26,12233251.54,32818,2.65325
1.56367E+12,2019-07-21,LINK/USDT,2.6369,2.665,2.46,2.5319,3349432.24,8531199.091,24791,2.5625
1.56375E+12,2019-07-22,LINK/USDT,2.5319,2.5857,2.3732,2.4078,3419071.85,8435367.335,24351,2.47945
1.56384E+12,2019-07-23,LINK/USDT,2.4073,2.52,2.2489,2.3535,5670564,13435602.95,36656,2.38445
1.56393E+12,2019-07-24,LINK/USDT,2.3559,2.5131,2.27,2.3999,5323022.48,12721415.8,36533,2.39155
1.56401E+12,2019-07-25,LINK/USDT,2.3971,2.5149,2.3595,2.3615,4029732.82,9872407.064,26227,2.4372
1.5641E+12,2019-07-26,LINK/USDT,2.3615,2.43,2.3201,2.3989,1979267.83,4706305.416,14829,2.37505
1.56419E+12,2019-07-27,LINK/USDT,2.3954,2.46,2.1525,2.2453,4296972.72,9987221.299,25633,2.30625
1.56427E+12,2019-07-28,LINK/USDT,2.2372,2.2733,2.1,2.2156,1921301.06,4241100.632,13005,2.18665
1.56436E+12,2019-07-29,LINK/USDT,2.2178,2.2482,2.11,2.1251,2228158.07,4832736.868,15361,2.1791
1.56444E+12,2019-07-30,LINK/USDT,2.125,2.1854,1.9694,2.0682,4818376.29,10003715.58,29343,2.0774
1.56453E+12,2019-07-31,LINK/USDT,2.0672,2.25,2.0589,2.2102,4592022.53,9994586.203,27588,2.15445
1.56462E+12,2019-08-01,LINK/USDT,2.2169,2.231,2.1054,2.161,2890541.35,6235734.284,17489,2.1682
1.5647E+12,2019-08-02,LINK/USDT,2.1612,2.49,2.1275,2.4271,6325797.01,14643305.51,34657,2.30875
1.56479E+12,2019-08-03,LINK/USDT,2.4269,2.7342,2.3569,2.4211,11329664.01,29150936.83,67463,2.54555
1.56488E+12,2019-08-04,LINK/USDT,2.4186,2.6044,2.3811,2.5099,6257643.44,15627140.86,42790,2.49275
1.56496E+12,2019-08-05,LINK/USDT,2.5097,2.6495,2.4562,2.4562,5401188.63,13740374.44,34002,2.55285
1.56505E+12,2019-08-06,LINK/USDT,2.4599,2.5181,2.31,2.4785,6060839.71,14681993.07,36003,2.41405
1.56514E+12,2019-08-07,LINK/USDT,2.4822,2.5,2.3502,2.3826,3394545.7,8209664.153,23156,2.4251
1.56522E+12,2019-08-08,LINK/USDT,2.3883,2.3998,2.2713,2.2755,2864214,6668165.724,18648,2.33555
1.56531E+12,2019-08-09,LINK/USDT,2.2784,2.2919,2.151,2.1669,2368990.8,5269591.704,14805,2.22145
1.5654E+12,2019-08-10,LINK/USDT,2.169,2.4091,2.1306,2.3336,5262480.44,12116492.76,33194,2.26985
1.56548E+12,2019-08-11,LINK/USDT,2.3336,2.49,2.2901,2.415,3709082.7,8883566.759,23950,2.39005
1.56557E+12,2019-08-12,LINK/USDT,2.4165,2.479,2.335,2.39,2574671.09,6197771.773,37821,2.407
1.56565E+12,2019-08-13,LINK/USDT,2.3868,2.4679,2.306,2.4229,3152764.71,7512364.832,26794,2.38695
1.56574E+12,2019-08-14,LINK/USDT,2.419,2.6031,2.163,2.2842,6940625.71,16780308.02,42688,2.38305
1.56583E+12,2019-08-15,LINK/USDT,2.284,2.4506,2.2565,2.4232,2808342.69,6614943.187,16508,2.35355
1.56591E+12,2019-08-16,LINK/USDT,2.4225,2.459,2.227,2.3,3572488.27,8303548.667,22280,2.343
1.566E+12,2019-08-17,LINK/USDT,2.3046,2.419,2.282,2.4036,2035414.39,4797115.852,14017,2.3505
1.56609E+12,2019-08-18,LINK/USDT,2.405,2.5657,2.3729,2.5051,3610567.41,8910268.691,22491,2.4693
1.56617E+12,2019-08-19,LINK/USDT,2.5055,2.6,2.4508,2.4958,4288720.33,10873902.29,23900,2.5254
1.56626E+12,2019-08-20,LINK/USDT,2.4943,2.5401,2.3354,2.3624,3477390.83,8399786.436,19755,2.43775
1.56635E+12,2019-08-21,LINK/USDT,2.3622,2.371,2.15,2.2054,4952696.55,11108904.24,27515,2.2605
1.56643E+12,2019-08-22,LINK/USDT,2.2058,2.2896,2.135,2.2227,2981137.74,6619741.313,20005,2.2123
1.56652E+12,2019-08-23,LINK/USDT,2.2231,2.295,2.1723,2.2333,4173130.85,9343956.836,26802,2.23365
1.5666E+12,2019-08-24,LINK/USDT,2.234,2.2545,2.1537,2.1681,1634146.8,3584393.344,12880,2.2041
1.56669E+12,2019-08-25,LINK/USDT,2.1704,2.1804,2.0255,2.078,2772672.99,5849427.107,17646,2.10295
1.56678E+12,2019-08-26,LINK/USDT,2.0783,2.1546,2.045,2.0739,2291314.91,4803942.752,15387,2.0998
1.56686E+12,2019-08-27,LINK/USDT,2.0737,2.1788,2.005,2.1128,3009068.12,6305881.123,20777,2.0919
1.56695E+12,2019-08-28,LINK/USDT,2.1098,2.1134,1.875,1.8957,3217225.93,6406247.929,20709,1.9942
1.56704E+12,2019-08-29,LINK/USDT,1.8956,1.8956,1.7253,1.7744,4211077.18,7603993.456,21640,1.81045
1.56712E+12,2019-08-30,LINK/USDT,1.7763,1.8913,1.7365,1.796,2660522.1,4851727.819,16311,1.8139
1.56721E+12,2019-08-31,LINK/USDT,1.7958,1.8535,1.74,1.7791,1831969.16,3279132.271,11731,1.79675
1.5673E+12,2019-09-01,LINK/USDT,1.7788,1.8,1.717,1.7686,1332701.68,2343808.994,8320,1.7585
1.56738E+12,2019-09-02,LINK/USDT,1.7696,1.89,1.7272,1.8287,3044387.69,5527140.174,16202,1.8086
1.56747E+12,2019-09-03,LINK/USDT,1.8307,1.9424,1.8147,1.849,3208754.39,5997210.328,18617,1.87855
1.56756E+12,2019-09-04,LINK/USDT,1.8486,1.87,1.7167,1.7784,3579394.12,6383418.411,18905,1.79335
1.56764E+12,2019-09-05,LINK/USDT,1.7793,1.8624,1.768,1.7921,2744215.93,4979721.84,15051,1.8152
1.56773E+12,2019-09-06,LINK/USDT,1.7919,1.86,1.6767,1.7226,3184048.39,5630495.567,15071,1.76835
1.56781E+12,2019-09-07,LINK/USDT,1.7222,1.806,1.7085,1.7672,2404181.98,4219207.724,11440,1.75725
1.5679E+12,2019-09-08,LINK/USDT,1.7672,1.9054,1.761,1.8275,3504716.5,6430515.623,17352,1.8332
1.56799E+12,2019-09-09,LINK/USDT,1.829,1.8731,1.761,1.7872,3483191.16,6323682.303,16969,1.81705
1.56807E+12,2019-09-10,LINK/USDT,1.7883,1.8326,1.773,1.7998,2713368.74,4891387.976,11896,1.8028
1.56816E+12,2019-09-11,LINK/USDT,1.7988,1.8258,1.7136,1.7301,2229727.06,3918515.822,11755,1.7697
1.56825E+12,2019-09-12,LINK/USDT,1.7301,1.7458,1.6918,1.7073,2229068.92,3823973.622,9598,1.7188
1.56833E+12,2019-09-13,LINK/USDT,1.7073,1.7099,1.51,1.5759,6639098.35,10598044.8,28807,1.60995
1.56842E+12,2019-09-14,LINK/USDT,1.5761,1.6375,1.5239,1.5634,5719166.79,9072573.988,22397,1.5807
1.56851E+12,2019-09-15,LINK/USDT,1.5634,1.6458,1.56,1.6104,4049102.77,6482781.439,15329,1.6029
1.56859E+12,2019-09-16,LINK/USDT,1.611,1.6355,1.545,1.5806,3549602.58,5624544.163,13797,1.59025
1.56868E+12,2019-09-17,LINK/USDT,1.5806,1.6765,1.5532,1.624,5393985.89,8714835.386,21318,1.61485
1.56876E+12,2019-09-18,LINK/USDT,1.624,1.8462,1.624,1.801,8269809.73,14349788.11,37964,1.7351
1.56885E+12,2019-09-19,LINK/USDT,1.7994,1.9075,1.7079,1.8744,8590087.52,15710104.15,51360,1.8077
1.56894E+12,2019-09-20,LINK/USDT,1.8743,1.8772,1.751,1.8245,3503491.24,6350663.861,19417,1.8141
1.56902E+12,2019-09-21,LINK/USDT,1.8215,1.8888,1.7881,1.8855,2773787.16,5105903.212,16606,1.83845
1.56911E+12,2019-09-22,LINK/USDT,1.8848,1.8868,1.7711,1.8157,2311848.65,4207056.964,13996,1.82895
1.5692E+12,2019-09-23,LINK/USDT,1.8149,1.88,1.7799,1.8048,2670201.16,4898382.212,17268,1.82995
1.56928E+12,2019-09-24,LINK/USDT,1.8034,2.0657,1.4612,1.716,16495451.14,30520015.62,77463,1.76345
1.56937E+12,2019-09-25,LINK/USDT,1.7135,1.9286,1.6249,1.7443,8910418.88,15541919.88,47780,1.77675
1.56946E+12,2019-09-26,LINK/USDT,1.7476,1.7584,1.5276,1.6512,6950205.76,11469705.44,35628,1.643
1.56954E+12,2019-09-27,LINK/USDT,1.6512,1.6786,1.5573,1.659,4337039.06,6997435.263,20123,1.61795
1.56963E+12,2019-09-28,LINK/USDT,1.6593,1.7017,1.6284,1.6742,2378769.19,3966341.325,12491,1.66505
1.56972E+12,2019-09-29,LINK/USDT,1.6748,1.7492,1.6441,1.7002,3307432.07,5630013.418,18956,1.69665
1.5698E+12,2019-09-30,LINK/USDT,1.7004,1.769,1.6404,1.7677,3573550.83,6091950.815,17595,1.7047
1.56989E+12,2019-10-01,LINK/USDT,1.7677,1.882,1.7522,1.8286,4084117.04,7423999.323,23205,1.8171
1.56997E+12,2019-10-02,LINK/USDT,1.8285,2.0233,1.8121,2.011,5790547.34,11112247.03,29219,1.9177
1.57006E+12,2019-10-03,LINK/USDT,2.0134,2.0338,1.88,1.9442,7013380.23,13738006.1,32086,1.9569
1.57015E+12,2019-10-04,LINK/USDT,1.9443,1.9949,1.888,1.9663,3422137.61,6616268.436,17892,1.94145
1.57023E+12,2019-10-05,LINK/USDT,1.9663,1.9775,1.9113,1.9624,2233660.2,4352706.761,12252,1.9444
1.57032E+12,2019-10-06,LINK/USDT,1.9624,2.2659,1.9531,2.1669,9778198.66,20769400.46,47092,2.1095
1.57041E+12,2019-10-07,LINK/USDT,2.1669,2.4899,2.0971,2.3963,12795782.67,29801791.52,62512,2.2935
1.57049E+12,2019-10-08,LINK/USDT,2.3963,2.65,2.268,2.5765,16096459.09,39941066.73,80741,2.459
1.57058E+12,2019-10-09,LINK/USDT,2.577,2.95,2.501,2.8011,21792384.08,59920511.49,113313,2.7255
1.57067E+12,2019-10-10,LINK/USDT,2.7977,2.8058,2.465,2.6279,15341951.1,40234731.7,78819,2.6354
1.57075E+12,2019-10-11,LINK/USDT,2.6293,2.7936,2.5619,2.7481,11417701.51,30788011.39,60458,2.67775
1.57084E+12,2019-10-12,LINK/USDT,2.7443,2.7572,2.5519,2.5975,6182391.51,16335299.93,34477,2.65455
1.57092E+12,2019-10-13,LINK/USDT,2.5975,2.6443,2.4351,2.486,5534063.18,14028108.11,27207,2.5397
1.57101E+12,2019-10-14,LINK/USDT,2.485,2.6741,2.4527,2.5324,5833573.38,14946710.65,29915,2.5634
1.5711E+12,2019-10-15,LINK/USDT,2.5315,2.597,2.332,2.3974,6236112.72,15365785.9,31702,2.4645
1.57118E+12,2019-10-16,LINK/USDT,2.3949,2.4143,2.182,2.3717,11864805.05,27206709.27,51766,2.29815
1.57127E+12,2019-10-17,LINK/USDT,2.3736,2.49,2.274,2.4124,10565628.71,25329634.63,44977,2.382
1.57136E+12,2019-10-18,LINK/USDT,2.419,2.4999,2.3164,2.3546,7264838.28,17402268.01,34363,2.40815
