unix,ds,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount,Value
1.53904E+12,2018-10-09,BNB/USDT,10.5909,10.6297,10.27,10.4113,1061689.04,11129170.35,14487,10.44985
1.53913E+12,2018-10-10,BNB/USDT,10.4113,10.4351,10.22,10.3614,1024931.25,10626150.96,13347,10.32755
1.53922E+12,2018-10-11,BNB/USDT,10.3877,10.3991,9.22,9.3599,1016540.93,9920124.528,30906,9.80955
1.5393E+12,2018-10-12,BNB/USDT,9.3618,9.7497,9.2471,9.5551,1040252.28,9969773.604,16081,9.4984
1.53939E+12,2018-10-13,BNB/USDT,9.5501,9.7299,9.5227,9.681,1060777.94,10217008.32,10132,9.6263
1.53948E+12,2018-10-14,BNB/USDT,9.67,9.8,9.5101,9.5895,963458.08,9343646.069,10928,9.65505
1.53956E+12,2018-10-15,BNB/USDT,9.5883,11,9.5106,10.5655,2340805.31,24403410.28,51068,10.2553
1.53965E+12,2018-10-16,BNB/USDT,10.5509,10.571,10.1061,10.2771,1279998.81,13174396.95,17813,10.33855
1.53973E+12,2018-10-17,BNB/USDT,10.2643,10.35,10.09,10.2338,1403015.56,14349325.15,15865,10.22
1.53982E+12,2018-10-18,BNB/USDT,10.2338,10.2856,9.81,9.922,1262694.44,12731504.18,15316,10.0478
1.53991E+12,2018-10-19,BNB/USDT,9.922,9.9797,9.83,9.9001,1105829.66,10965218.64,9131,9.90485
1.53999E+12,2018-10-20,BNB/USDT,9.9134,9.997,9.822,9.9365,1168946.63,11606230.14,9940,9.9095
1.54008E+12,2018-10-21,BNB/USDT,9.9231,10.0272,9.87,9.9311,1194348.93,11904852.89,10465,9.9486
1.54017E+12,2018-10-22,BNB/USDT,9.9123,9.98,9.81,9.8932,1037552.21,10252902.78,10106,9.895
1.54025E+12,2018-10-23,BNB/USDT,9.8801,10.0788,9.8099,9.9298,1217218.93,12076606.92,12361,9.94435
1.54034E+12,2018-10-24,BNB/USDT,9.9209,9.99,9.8555,9.8837,1041867.67,10327342.77,10015,9.92275
1.54043E+12,2018-10-25,BNB/USDT,9.8816,9.925,9.7502,9.8056,1005134.42,9866549.401,10109,9.8376
1.54051E+12,2018-10-26,BNB/USDT,9.805,9.9121,9.75,9.8296,1023388.17,10042937.84,9417,9.83105
1.5406E+12,2018-10-27,BNB/USDT,9.8297,9.8347,9.6972,9.7331,854497.86,8349812.959,8332,9.76595
1.54068E+12,2018-10-28,BNB/USDT,9.7285,9.7638,9.6022,9.7207,838913.92,8136588.442,8316,9.683
1.54077E+12,2018-10-29,BNB/USDT,9.7207,9.7317,9.3748,9.445,788866.57,7525106.643,13573,9.55325
1.54086E+12,2018-10-30,BNB/USDT,9.4516,9.5386,9.4003,9.4521,719748.66,6803212.351,9462,9.46945
1.54094E+12,2018-10-31,BNB/USDT,9.4513,9.5546,9.2811,9.4807,707061.59,6671089.909,10378,9.41785
1.54103E+12,2018-11-01,BNB/USDT,9.4837,9.66,9.4303,9.6192,791111.48,7528202.696,9077,9.54515
1.54112E+12,2018-11-02,BNB/USDT,9.6106,9.7192,9.5467,9.6421,850927.5,8194490.466,10504,9.63295
1.5412E+12,2018-11-03,BNB/USDT,9.6607,9.744,9.4888,9.5889,812589.61,7781309.312,9647,9.6164
1.54129E+12,2018-11-04,BNB/USDT,9.588,9.8974,9.5,9.819,934579.3,9056755.742,14063,9.6987
1.54138E+12,2018-11-05,BNB/USDT,9.8084,9.8294,9.6603,9.7333,836650.91,8131267.116,11277,9.74485
1.54146E+12,2018-11-06,BNB/USDT,9.7509,9.8891,9.6703,9.881,887223.82,8677224.601,15614,9.7797
1.54155E+12,2018-11-07,BNB/USDT,9.8718,9.9776,9.81,9.897,865071.56,8556329.625,14774,9.8938
1.54164E+12,2018-11-08,BNB/USDT,9.897,9.9268,9.6503,9.686,798983.44,7826431.108,13441,9.78855
1.54172E+12,2018-11-09,BNB/USDT,9.6868,9.7497,9.5169,9.6141,735975.45,7091790.464,11910,9.6333
1.54181E+12,2018-11-10,BNB/USDT,9.6132,9.6896,9.5672,9.5898,782308.04,7533998.387,10139,9.6284
1.54189E+12,2018-11-11,BNB/USDT,9.5898,9.621,9.35,9.5611,755404.21,7180788.71,11338,9.4855
1.54198E+12,2018-11-12,BNB/USDT,9.5586,9.5891,9.331,9.4862,723363.63,6843645.616,12398,9.46005
1.54207E+12,2018-11-13,BNB/USDT,9.4862,9.5891,9.3602,9.3936,658735.46,6227393.416,12891,9.47465
1.54215E+12,2018-11-14,BNB/USDT,9.387,9.4453,8.3359,8.6811,672611.06,5964449.985,25343,8.8906
1.54224E+12,2018-11-15,BNB/USDT,8.6896,8.7342,7.8,8.3793,822045.1,6802948.925,21883,8.2671
1.54233E+12,2018-11-16,BNB/USDT,8.3793,8.4049,7.8,8.01,901842.25,7292373.451,13399,8.10245
1.54241E+12,2018-11-17,BNB/USDT,8.0097,8.0192,7.6846,7.8494,752867.47,5865731.485,10520,7.8519
1.5425E+12,2018-11-18,BNB/USDT,7.8493,8.166,7.8301,8.0832,604839.75,4838054.115,9747,7.99805
1.54259E+12,2018-11-19,BNB/USDT,8.0833,8.0918,6.6453,6.6844,1052222.08,7512579.853,27340,7.36855
1.54267E+12,2018-11-20,BNB/USDT,6.704,6.905,5.612,5.92,1624846.64,9912905.068,44289,6.2585
1.54276E+12,2018-11-21,BNB/USDT,5.9419,6.323,5.6502,6.2894,842731.41,5084237.946,23368,5.9866
1.54284E+12,2018-11-22,BNB/USDT,6.2896,6.3727,5.7172,5.77,630372.07,3840547.082,13379,6.04495
1.54293E+12,2018-11-23,BNB/USDT,5.7755,5.8396,5.45,5.6611,598556.9,3357369.283,16553,5.6448
1.54302E+12,2018-11-24,BNB/USDT,5.6525,5.8055,4.7632,5.193,917700.21,4844925.915,20652,5.28435
1.5431E+12,2018-11-25,BNB/USDT,5.199,5.38,4.532,5.2873,1003892.67,4998073.76,27420,4.956
1.54319E+12,2018-11-26,BNB/USDT,5.28,5.4,4.7568,5.0631,852519.37,4333954.593,25440,5.0784
1.54328E+12,2018-11-27,BNB/USDT,5.063,5.063,4.7045,4.984,701759.11,3434036.231,16891,4.88375
1.54336E+12,2018-11-28,BNB/USDT,4.984,5.4603,4.984,5.3499,1144816.8,6061490.261,23126,5.22215
1.54345E+12,2018-11-29,BNB/USDT,5.3498,5.6344,5.1243,5.3805,1018322.99,5461031.121,19242,5.37935
1.54354E+12,2018-11-30,BNB/USDT,5.3902,5.448,4.9534,5.115,709284.02,3662427.824,16592,5.2007
1.54362E+12,2018-12-01,BNB/USDT,5.1122,5.4006,5.0072,5.2899,925388.42,4874052.81,12032,5.2039
1.54371E+12,2018-12-02,BNB/USDT,5.2787,5.4357,5.205,5.2888,853331.61,4534872.244,13209,5.32035
1.5438E+12,2018-12-03,BNB/USDT,5.2831,5.2956,5.01,5.1266,673983.38,3451158.98,13470,5.1528
1.54388E+12,2018-12-04,BNB/USDT,5.1294,6.3649,5.0856,5.902,2238490.16,12882498.12,39339,5.72525
1.54397E+12,2018-12-05,BNB/USDT,5.902,6.62,5.7225,6.0727,4208247.78,25915024.89,57457,6.17125
1.54405E+12,2018-12-06,BNB/USDT,6.0689,6.109,4.85,4.9023,3033034.77,16605405.77,49168,5.4795
1.54414E+12,2018-12-07,BNB/USDT,4.8977,4.9997,4.12,4.516,2250208.53,10282558.54,41769,4.55985
1.54423E+12,2018-12-08,BNB/USDT,4.5118,4.8009,4.3001,4.6361,1260790.7,5751093.241,21307,4.5505
1.54431E+12,2018-12-09,BNB/USDT,4.628,5.0003,4.5167,4.7693,1505537.64,7177505.612,19784,4.7585
1.5444E+12,2018-12-10,BNB/USDT,4.7693,4.9398,4.4698,4.6276,928495.85,4361795.74,18346,4.7048
1.54449E+12,2018-12-11,BNB/USDT,4.6297,4.9295,4.5,4.8973,1232098.43,5766708.758,16272,4.71475
1.54457E+12,2018-12-12,BNB/USDT,4.8936,5.15,4.739,4.9815,1196552.29,5925304.975,21077,4.9445
1.54466E+12,2018-12-13,BNB/USDT,4.982,4.9933,4.5563,4.6384,1003196.18,4804678.85,18307,4.7748
1.54475E+12,2018-12-14,BNB/USDT,4.6399,4.75,4.43,4.5211,946936.19,4370044.406,16085,4.59
1.54483E+12,2018-12-15,BNB/USDT,4.5148,4.599,4.4436,4.5531,969833.44,4387901.298,12556,4.5213
1.54492E+12,2018-12-16,BNB/USDT,4.5479,4.7064,4.5089,4.616,1069563.77,4963613.542,13405,4.60765
1.545E+12,2018-12-17,BNB/USDT,4.6193,5.1271,4.601,5.065,1507154.37,7344673.591,21998,4.86405
1.54509E+12,2018-12-18,BNB/USDT,5.065,5.5362,4.9,5.5308,1906857.24,9864772.821,24487,5.2181
1.54518E+12,2018-12-19,BNB/USDT,5.5349,5.8331,5.2847,5.3633,1805892.76,9964231.85,32458,5.5589
1.54526E+12,2018-12-20,BNB/USDT,5.3627,5.79,5.2369,5.6766,2160302.61,12060645.67,36885,5.51345
1.54535E+12,2018-12-21,BNB/USDT,5.6761,5.7897,5.3166,5.4766,1592262.74,8888728.773,26333,5.55315
1.54544E+12,2018-12-22,BNB/USDT,5.4766,5.8802,5.395,5.8398,1775214.59,10028050.95,20543,5.6376
1.54552E+12,2018-12-23,BNB/USDT,5.8399,6.1318,5.7589,5.959,1878151.13,11203811.28,21992,5.94535
1.54561E+12,2018-12-24,BNB/USDT,5.9588,6.4735,5.93,6.0979,2058385.46,12800612.45,31130,6.20175
1.5457E+12,2018-12-25,BNB/USDT,6.0975,6.0994,5.3127,5.45,1443517.22,7946748.6,22373,5.70605
1.54578E+12,2018-12-26,BNB/USDT,5.4432,5.684,5.37,5.6029,1351072.48,7510239.89,17628,5.527
1.54587E+12,2018-12-27,BNB/USDT,5.6062,5.6559,5.1,5.1791,1148939.37,6200387.822,14487,5.37795
1.54596E+12,2018-12-28,BNB/USDT,5.1818,5.8995,5.1003,5.8811,1505031.24,8318661.357,20473,5.4999
1.54604E+12,2018-12-29,BNB/USDT,5.8803,6,5.61,5.66,1232874.45,7206376.833,18389,5.805
1.54613E+12,2018-12-30,BNB/USDT,5.67,5.9186,5.558,5.8939,1394241.09,8065674.632,14345,5.7383
1.54621E+12,2018-12-31,BNB/USDT,5.9,6.2433,5.8304,6.1111,2388899.23,14438039.45,26537,6.03685
1.5463E+12,2019-01-01,BNB/USDT,6.1139,6.1228,5.7735,5.991,1412914.18,8379611.862,22331,5.94815
1.54639E+12,2019-01-02,BNB/USDT,5.991,6.0939,5.8371,6.051,2130127,12667352.24,44315,5.9655
1.54647E+12,2019-01-03,BNB/USDT,6.0445,6.062,5.7739,5.7979,1524726.37,8984033.716,22785,5.91795
1.54656E+12,2019-01-04,BNB/USDT,5.7947,5.99,5.7402,5.9692,1657441.74,9772290.645,26252,5.8651
1.54665E+12,2019-01-05,BNB/USDT,5.9688,6.1043,5.9188,5.9625,1636284.99,9826475.878,26399,6.01155
1.54673E+12,2019-01-06,BNB/USDT,5.9626,6.3888,5.925,6.2688,2511301.27,15355552.56,33867,6.1569
1.54682E+12,2019-01-07,BNB/USDT,6.2681,6.3094,6.0061,6.2009,1683858.68,10428760.42,24993,6.15775
1.54691E+12,2019-01-08,BNB/USDT,6.1979,6.7984,6.1381,6.5128,3946905.61,25730037.89,46110,6.46825
1.54699E+12,2019-01-09,BNB/USDT,6.5197,6.854,6.3386,6.5511,4167653.69,27575766.44,45910,6.5963
1.54708E+12,2019-01-10,BNB/USDT,6.5511,6.5764,5.65,5.8449,3348790.03,20367712.11,45834,6.1132
1.54716E+12,2019-01-11,BNB/USDT,5.844,6.1198,5.6853,5.9595,2559930.81,15157433.65,32732,5.90255
1.54725E+12,2019-01-12,BNB/USDT,5.9552,5.9657,5.8,5.8594,1743319.31,10235285.06,21978,5.88285
1.54734E+12,2019-01-13,BNB/USDT,5.8629,5.8884,5.3733,5.4688,1420692.05,8108312.422,18672,5.63085
1.54742E+12,2019-01-14,BNB/USDT,5.4688,6.062,5.4586,6.0583,2330172.48,13521000.25,23190,5.7603
1.54751E+12,2019-01-15,BNB/USDT,6.0565,6.0649,5.6601,5.8111,1366715.25,8031293.154,19343,5.8625
1.5476E+12,2019-01-16,BNB/USDT,5.8007,6.1817,5.7741,6.0911,2164639.9,12960434.73,21239,5.9779
1.54768E+12,2019-01-17,BNB/USDT,6.0941,6.33,5.9604,6.3266,2312287.74,14193314.65,23754,6.1452
1.54777E+12,2019-01-18,BNB/USDT,6.3152,6.5879,6.2132,6.4867,2495447.22,15985247.06,27081,6.40055
1.54786E+12,2019-01-19,BNB/USDT,6.4887,6.64,6.2435,6.5199,2269437.98,14687340.31,21884,6.44175
1.54794E+12,2019-01-20,BNB/USDT,6.5221,6.6295,6.2401,6.4008,1778376.93,11481466.26,21670,6.4348
1.54803E+12,2019-01-21,BNB/USDT,6.4069,6.515,6.2788,6.4724,1851048.49,11908754.86,14852,6.3969
1.54812E+12,2019-01-22,BNB/USDT,6.4681,6.5088,6.25,6.4736,1854629.75,11938849.64,17562,6.3794
1.5482E+12,2019-01-23,BNB/USDT,6.478,6.53,6.3499,6.4969,1928704.72,12474449.06,13645,6.43995
1.54829E+12,2019-01-24,BNB/USDT,6.4963,6.4963,6.3915,6.4588,1514319.91,9750589.966,11955,6.4439
1.54837E+12,2019-01-25,BNB/USDT,6.4555,6.7502,6.4408,6.6899,2583153.38,17021668.78,17668,6.5955
1.54846E+12,2019-01-26,BNB/USDT,6.689,6.9786,6.6196,6.9463,2734629.11,18598393.82,23293,6.7991
1.54855E+12,2019-01-27,BNB/USDT,6.9453,7.2157,6.7919,7.0396,2776887.68,19399583.77,36398,7.0038
1.54863E+12,2019-01-28,BNB/USDT,7.0399,7.1398,5.94,6.1648,4950985.69,32288204.5,72468,6.5399
1.54872E+12,2019-01-29,BNB/USDT,6.1642,6.2599,5.968,6.1661,2967157.36,18169111.04,30608,6.11395
1.54881E+12,2019-01-30,BNB/USDT,6.1335,6.1999,6.001,6.1388,2238811.59,13687184.38,20361,6.10045
1.54889E+12,2019-01-31,BNB/USDT,6.1384,6.2663,5.9468,6.22,2264988.86,13878555.85,33940,6.10655
1.54898E+12,2019-02-01,BNB/USDT,6.225,6.65,6.1172,6.5229,2942865.68,19039053.02,31414,6.3836
1.54907E+12,2019-02-02,BNB/USDT,6.5185,6.9,6.4823,6.8655,3251363.16,21783128.78,22607,6.69115
1.54915E+12,2019-02-03,BNB/USDT,6.8688,6.9,6.6148,6.7887,3095048.16,21095885.79,28273,6.7574
1.54924E+12,2019-02-04,BNB/USDT,6.7888,7.185,6.68,7.1069,3306867.31,23064420.68,42104,6.9325
1.54932E+12,2019-02-05,BNB/USDT,7.1028,7.9715,6.9501,7.8665,4154631.43,30555459.71,61915,7.4608
1.54941E+12,2019-02-06,BNB/USDT,7.8569,8.48,7.32,8.1303,5817391.76,46487023.09,101183,7.9
1.5495E+12,2019-02-07,BNB/USDT,8.1347,8.4666,7.6733,7.81,4354792.8,35149002.63,57100,8.06995
1.54958E+12,2019-02-08,BNB/USDT,7.807,8.8387,7.61,8.5972,4960284.84,40860967.44,78346,8.22435
1.54967E+12,2019-02-09,BNB/USDT,8.5972,8.921,8.4052,8.9051,5440051.11,47410868.66,47172,8.6631
1.54976E+12,2019-02-10,BNB/USDT,8.9001,9.2999,8.8264,9.1697,5750442.06,52514889.99,78577,9.06315
1.54984E+12,2019-02-11,BNB/USDT,9.1695,9.778,9.01,9.5288,6041136.07,57201203.62,90762,9.394
1.54993E+12,2019-02-12,BNB/USDT,9.525,9.9,8.921,9.2765,4945231.46,46161674.27,91711,9.4105
1.55002E+12,2019-02-13,BNB/USDT,9.2763,9.2763,8.71,8.9103,4005598.1,36165479.58,58061,8.99315
1.5501E+12,2019-02-14,BNB/USDT,8.9165,9.05,8.4051,8.7655,2803390.01,24547147.49,62311,8.72755
1.55019E+12,2019-02-15,BNB/USDT,8.7636,9.4997,8.7293,9.2911,3326003.04,30588883.27,78010,9.1145
1.55028E+12,2019-02-16,BNB/USDT,9.2854,9.3399,9.048,9.1087,2499086.4,22869550.9,40148,9.19395
1.55036E+12,2019-02-17,BNB/USDT,9.0972,9.22,8.8903,9.22,2460188.81,22259140.52,44261,9.05515
1.55045E+12,2019-02-18,BNB/USDT,9.2167,9.6999,9.1777,9.6127,2809984.65,26459587.7,61851,9.4388
1.55053E+12,2019-02-19,BNB/USDT,9.6127,11.1307,9.481,10.4728,4894965.38,49969717.01,103781,10.30585
1.55062E+12,2019-02-20,BNB/USDT,10.4687,11.2951,10.3928,10.9211,4346711.07,47273284.24,105033,10.84395
1.55071E+12,2019-02-21,BNB/USDT,10.9199,10.936,10.13,10.4661,3077022.99,31977282.89,71652,10.533
1.55079E+12,2019-02-22,BNB/USDT,10.4695,10.9611,10.3799,10.7576,3038507.76,32510212.91,57951,10.6705
1.55088E+12,2019-02-23,BNB/USDT,10.7572,10.85,10.4,10.7265,2877713.15,30567202.6,57167,10.625
1.55097E+12,2019-02-24,BNB/USDT,10.7267,11.09,9.3901,9.9476,4800152.25,49351275.84,112617,10.24005
1.55105E+12,2019-02-25,BNB/USDT,9.9442,10.2361,9.2685,9.6967,5348579.57,52442588.59,120372,9.7523
1.55114E+12,2019-02-26,BNB/USDT,9.6967,9.7557,9.3551,9.4168,3118340.95,29619413.06,48740,9.5554
1.55123E+12,2019-02-27,BNB/USDT,9.4238,9.9998,9.35,9.8467,3524897.35,34336397.56,54741,9.6749
1.55131E+12,2019-02-28,BNB/USDT,9.8502,10.4914,9.7899,10.2779,3693794.54,37396909.41,68704,10.14065
1.5514E+12,2019-03-01,BNB/USDT,10.2777,11.551,10.2067,11.3111,4025695.97,44152799.75,85309,10.87885
1.55148E+12,2019-03-02,BNB/USDT,11.3353,11.8,10.8,11.7566,3893847.16,43818057.9,86591,11.3
1.55157E+12,2019-03-03,BNB/USDT,11.7564,11.8701,11.1902,11.4511,2853200.15,32727760.25,53891,11.53015
1.55166E+12,2019-03-04,BNB/USDT,11.4511,11.508,10.85,11.4006,2739049.08,30560700.45,62556,11.179
1.55174E+12,2019-03-05,BNB/USDT,11.405,13.75,11.395,13.6229,8340655.32,107482964.6,185060,12.5725
1.55183E+12,2019-03-06,BNB/USDT,13.623,14.663,12.9,14.5294,6158611.97,84008255.22,115249,13.7815
1.55192E+12,2019-03-07,BNB/USDT,14.529,15.56,14.327,15.1,6757497.33,101414485.3,182331,14.9435
1.552E+12,2019-03-08,BNB/USDT,15.0999,15.2194,13.5578,14.2931,6343194.03,90848655.63,233813,14.3886
1.55209E+12,2019-03-09,BNB/USDT,14.2848,14.92,13.9609,14.4651,3996324.55,58062140.98,93647,14.44045
1.55218E+12,2019-03-10,BNB/USDT,14.4651,14.5075,13.86,14.3711,3531708.7,50093088.21,61055,14.18375
1.55226E+12,2019-03-11,BNB/USDT,14.3741,14.9,14.011,14.4143,3757653.77,54303593.06,85351,14.4555
1.55235E+12,2019-03-12,BNB/USDT,14.4133,15.4288,14.1809,15.3333,4049068.39,60747159.4,75829,14.80485
1.55244E+12,2019-03-13,BNB/USDT,15.3459,15.38,14.9333,15.0244,3282883.18,49667294.37,52053,15.15665
1.55252E+12,2019-03-14,BNB/USDT,15.0311,15.097,14.563,14.8901,3079956.93,45702098.68,60261,14.83
1.55261E+12,2019-03-15,BNB/USDT,14.8993,15.199,14.84,14.9432,2986987.69,44970630.56,41595,15.0195
1.55269E+12,2019-03-16,BNB/USDT,14.9429,16,14.88,15.9589,3293876.13,51027787.31,73703,15.44
1.55278E+12,2019-03-17,BNB/USDT,15.9589,15.9589,15.44,15.5693,3106901.48,48737968.35,53268,15.69945
1.55287E+12,2019-03-18,BNB/USDT,15.5836,15.7888,15.204,15.5388,2472584.89,38403832.14,49580,15.4964
1.55295E+12,2019-03-19,BNB/USDT,15.5361,15.8,15,15.4953,4271050.4,65955552.68,101128,15.4
1.55304E+12,2019-03-20,BNB/USDT,15.5098,15.5098,15.022,15.1288,2369648.38,35958975.37,50319,15.2659
1.55313E+12,2019-03-21,BNB/USDT,15.1288,15.2987,13.8607,14.3511,3015066.53,44410580.38,75241,14.5797
1.55321E+12,2019-03-22,BNB/USDT,14.3567,15.226,14.231,15.1502,2695850.87,40069206.59,55904,14.7285
1.5533E+12,2019-03-23,BNB/USDT,15.1524,15.44,14.9469,15.1397,2632489.7,39846679.03,39861,15.19345
1.55339E+12,2019-03-24,BNB/USDT,15.1397,17.5,14.66,17.1096,5285367.1,86478446.29,143670,16.08
1.55347E+12,2019-03-25,BNB/USDT,17.1112,17.338,16.1,16.7631,2775613.86,46472992.15,95741,16.719
1.55356E+12,2019-03-26,BNB/USDT,16.7761,16.8,15.5301,16.1998,2725145.68,44086712.96,74913,16.16505
1.55364E+12,2019-03-27,BNB/USDT,16.1928,16.8297,15.8697,16.6,3240914.25,53588345.7,65209,16.3497
1.55373E+12,2019-03-28,BNB/USDT,16.6,16.7188,16.401,16.6665,2988300.97,49575583.53,31973,16.5599
1.55382E+12,2019-03-29,BNB/USDT,16.6538,16.8067,16.377,16.4753,2737173.2,45408014.59,36453,16.59185
1.5539E+12,2019-03-30,BNB/USDT,16.4949,16.985,15.9612,16.9666,2790050.93,46116769.39,47948,16.4731
1.55399E+12,2019-03-31,BNB/USDT,16.9666,17.7386,16.7314,17.5376,3182964.85,55170337.21,55560,17.235
1.55408E+12,2019-04-01,BNB/USDT,17.5201,18.2576,17.3319,17.8888,2966204.71,52669428.49,56274,17.79475
1.55416E+12,2019-04-02,BNB/USDT,17.8888,19.88,17.5303,19.7155,3356886.89,62702520.87,119492,18.70515
1.55425E+12,2019-04-03,BNB/USDT,19.7155,20,18,18.5489,3532965.97,67883042.73,144212,19
1.55434E+12,2019-04-04,BNB/USDT,18.5388,19.41,18.16,18.992,2939082.42,55680460.14,104423,18.785
1.55442E+12,2019-04-05,BNB/USDT,18.971,19.4593,18.8445,19.3657,2703355.91,51825140.4,47053,19.1519
1.55451E+12,2019-04-06,BNB/USDT,19.3658,19.3866,18.82,19.0745,2519027.63,48185036.22,48175,19.1033
1.5546E+12,2019-04-07,BNB/USDT,19.0423,19.2137,18.8,18.9523,2329702.34,44296486.49,40091,19.00685
1.55468E+12,2019-04-08,BNB/USDT,18.9507,19.042,17.7881,17.9777,2142481.92,39222061.2,64219,18.41505
1.55477E+12,2019-04-09,BNB/USDT,17.9728,18.54,17.01,18.2984,2776440.48,49902259.79,63458,17.775
1.55485E+12,2019-04-10,BNB/USDT,18.2984,18.6095,17.8927,18.24,2553039.12,46664596.97,43598,18.2511
1.55494E+12,2019-04-11,BNB/USDT,18.24,18.24,16.2501,17.5555,1815271.05,31411384.59,67046,17.24505
1.55503E+12,2019-04-12,BNB/USDT,17.5555,18.552,16.612,18.3333,2325593.36,41384885.8,58884,17.582
1.55511E+12,2019-04-13,BNB/USDT,18.2867,18.6398,17.9143,18.6111,2205194.61,40484642.37,37389,18.27705
1.5552E+12,2019-04-14,BNB/USDT,18.6111,19.9,18.4259,19.3866,2438051.21,46779479.13,63340,19.16295
1.55529E+12,2019-04-15,BNB/USDT,19.3734,19.78,18.6601,19.2666,2218308.03,42952596.27,59096,19.22005
1.55537E+12,2019-04-16,BNB/USDT,19.2668,19.7482,18.7064,19.6408,2237334.6,43185852.94,54133,19.2273
1.55546E+12,2019-04-17,BNB/USDT,19.6399,19.7908,19.26,19.4888,2005582.6,39131247.1,30018,19.5254
1.55555E+12,2019-04-18,BNB/USDT,19.4757,21.998,19.4333,21.8888,3686092.57,76859035.47,96628,20.71565
1.55563E+12,2019-04-19,BNB/USDT,21.8888,24.7459,21.12,24.3188,4247944.38,97541476.1,136427,22.93295
1.55572E+12,2019-04-20,BNB/USDT,24.3188,25.4973,23.76,24.8888,3545157.49,87320188.46,123855,24.62865
1.5558E+12,2019-04-21,BNB/USDT,24.8693,24.8693,22.45,23.9999,3307426.84,77726576.26,116416,23.65965
1.55589E+12,2019-04-22,BNB/USDT,23.9999,24.6368,23.02,23.8,3005735.93,72180137,93696,23.8284
1.55598E+12,2019-04-23,BNB/USDT,23.7812,24.6131,22.47,22.546,2877995.49,67622172.83,90176,23.54155
1.55606E+12,2019-04-24,BNB/USDT,22.5207,23.1209,20.88,22.9703,2961681.74,65293459.48,128370,22.00045
1.55615E+12,2019-04-25,BNB/USDT,22.9877,23.4698,21.55,22.4863,3114460.9,70932653.98,106459,22.5099
1.55624E+12,2019-04-26,BNB/USDT,22.4869,23.786,21.6503,23.0555,3273950.47,75393015.34,115581,22.71815
1.55632E+12,2019-04-27,BNB/USDT,23.0555,23.1209,22.3876,22.4324,2989261.07,67575656.86,41137,22.75425
1.55641E+12,2019-04-28,BNB/USDT,22.4326,23.2092,22.42,23.0226,3015774.29,69067258.09,51414,22.8146
1.5565E+12,2019-04-29,BNB/USDT,23.0166,23.0828,21.2797,21.6788,2388965.07,52801462.6,74331,22.18125
1.55658E+12,2019-04-30,BNB/USDT,21.6847,22.3,21.3292,22.0391,2197565.53,47987092.83,58188,21.8146
1.55667E+12,2019-05-01,BNB/USDT,22.03,22.099,21.47,21.8788,2064791.54,45032827.83,40384,21.7845
1.55676E+12,2019-05-02,BNB/USDT,21.881,24.127,21.7497,23.6166,2446015.2,56078160.97,89543,22.93835
1.55684E+12,2019-05-03,BNB/USDT,23.6168,23.972,23.0101,23.6999,2230465.58,52406113.71,78594,23.49105
1.55693E+12,2019-05-04,BNB/USDT,23.6999,23.7968,22.3,22.8888,1898934.62,43768914.43,74088,23.0484
1.55701E+12,2019-05-05,BNB/USDT,22.8887,23.1772,22.6408,22.9777,1787108.39,40919944.42,40857,22.909
1.5571E+12,2019-05-06,BNB/USDT,22.9777,22.9973,21.45,22.1895,1764747.54,39058125.11,71607,22.22365
1.55719E+12,2019-05-07,BNB/USDT,22.2018,22.45,20.205,20.6602,1813897.12,39553390.82,75507,21.3275
1.55727E+12,2019-05-08,BNB/USDT,20.6602,21.4135,19.51,20.6673,2742356.42,56630740.96,115916,20.46175
1.55736E+12,2019-05-09,BNB/USDT,20.6671,20.967,18.5402,18.8388,2334477.6,46078618.72,98578,19.7536
1.55745E+12,2019-05-10,BNB/USDT,18.8377,19.9888,18.3,19.6166,2429624.32,46735449.14,120945,19.1444
1.55753E+12,2019-05-11,BNB/USDT,19.6294,22,18.88,20.8059,3746402.53,76700019.1,158946,20.44
1.55762E+12,2019-05-12,BNB/USDT,20.7871,21.5,20.1,20.8934,3228794.38,67290647.83,143537,20.8
1.55771E+12,2019-05-13,BNB/USDT,20.9026,24,20.7349,23.521,4566012.58,103765929.6,178978,22.36745
1.55779E+12,2019-05-14,BNB/USDT,23.521,24.5,22.5748,23.6553,3821993.16,90350011.24,140881,23.5374
1.55788E+12,2019-05-15,BNB/USDT,23.6553,27.6556,23.46,26.8116,3433770.34,89988096.51,146620,25.5578
1.55796E+12,2019-05-16,BNB/USDT,26.8348,27.79,25,26.2888,4200071.24,111245092.1,199725,26.395
1.55805E+12,2019-05-17,BNB/USDT,26.2888,26.6783,23.1424,25.7795,3429086.56,85241258.72,188278,24.91035
1.55814E+12,2019-05-18,BNB/USDT,25.7986,29.0989,25.1124,28.8171,4319102.35,117061502.7,167902,27.10565
1.55822E+12,2019-05-19,BNB/USDT,28.8165,29.8368,27.543,29.1122,4437585.54,128407708.6,192900,28.6899
1.55831E+12,2019-05-20,BNB/USDT,29.1122,29.3399,27.5306,29.2666,3980328.45,113614310.1,173508,28.43525
1.5584E+12,2019-05-21,BNB/USDT,29.2666,32.8,28.05,32.3907,4704491.98,142363584.1,244242,30.425
1.55848E+12,2019-05-22,BNB/USDT,32.3911,32.4374,30.61,30.8067,3807962.58,120261451.3,160287,31.5237
1.55857E+12,2019-05-23,BNB/USDT,30.8333,32.25,29.6699,31.3934,3793076.85,118471724,141999,30.95995
