unix,ds,symbol,open,high,low,close,Volume ETC,Volume USDT,tradecount,Value
1.55745E+12,2019-05-10,ETC/USDT,5.583,5.6979,5.5039,5.6392,452103.88,2529664.01,8211,5.6009
1.55753E+12,2019-05-11,ETC/USDT,5.6407,6.3396,5.5915,5.9556,1117309.69,6679880.036,17596,5.96555
1.55762E+12,2019-05-12,ETC/USDT,5.9859,6.2279,5.6981,5.8319,632167.22,3766170.359,12537,5.963
1.55771E+12,2019-05-13,ETC/USDT,5.8303,6.2516,5.7845,6.0496,500761.57,3036895.385,10842,6.01805
1.55779E+12,2019-05-14,ETC/USDT,6.05,6.6742,6.0428,6.5399,716803.09,4594959.346,17584,6.3585
1.55788E+12,2019-05-15,ETC/USDT,6.5428,7.6832,6.47,7.628,559302.04,4054706.648,14869,7.0766
1.55796E+12,2019-05-16,ETC/USDT,7.6276,8.5199,6.9104,7.6505,1825141.63,14265939.53,43602,7.71515
1.55805E+12,2019-05-17,ETC/USDT,7.6545,7.8097,6.8153,7.2659,1275334.59,9128236.839,32506,7.3125
1.55814E+12,2019-05-18,ETC/USDT,7.2666,7.4593,7.05,7.16,581186.47,4217915.202,14778,7.25465
1.55822E+12,2019-05-19,ETC/USDT,7.1503,7.8856,7.1344,7.765,772081,5905914.35,19992,7.51
1.55831E+12,2019-05-20,ETC/USDT,7.7556,7.7716,7.1021,7.3647,702177.88,5188658.572,18612,7.43685
1.5584E+12,2019-05-21,ETC/USDT,7.3661,7.62,7.197,7.385,650276.97,4802560.899,15230,7.4085
1.55848E+12,2019-05-22,ETC/USDT,7.3779,7.4888,6.781,6.9025,587427.53,4211702.562,13914,7.1349
1.55857E+12,2019-05-23,ETC/USDT,6.9007,7.102,6.66,7.0552,412174.62,2827252.625,9860,6.881
1.55866E+12,2019-05-24,ETC/USDT,7.0484,7.4147,6.94,7.2925,604479.88,4358277.073,13959,7.17735
1.55874E+12,2019-05-25,ETC/USDT,7.2855,7.355,7.1485,7.2763,331602,2403874.874,7208,7.25175
1.55883E+12,2019-05-26,ETC/USDT,7.2718,7.7449,7.0766,7.6004,448532.73,3301624.921,11421,7.41075
1.55892E+12,2019-05-27,ETC/USDT,7.6005,8.33,7.5315,8.1316,828149.55,6489665.114,21396,7.93075
1.559E+12,2019-05-28,ETC/USDT,8.1264,8.4698,8,8.2296,841159.8,6938202.584,20648,8.2349
1.55909E+12,2019-05-29,ETC/USDT,8.2389,8.4087,7.6461,8.1954,624282.74,5070732.988,16251,8.0274
1.55917E+12,2019-05-30,ETC/USDT,8.177,8.8997,7.7627,8.0665,1367223.89,11529419.73,30891,8.3312
1.55926E+12,2019-05-31,ETC/USDT,8.0847,8.7465,7.8799,8.6614,779959.47,6457230.514,19314,8.3132
1.55935E+12,2019-06-01,ETC/USDT,8.6613,8.8949,8.4261,8.5698,809162.9,7008564.463,20431,8.6605
1.55943E+12,2019-06-02,ETC/USDT,8.5628,9.6394,8.5489,9.5287,1014387.21,9338993.7,26337,9.09415
1.55952E+12,2019-06-03,ETC/USDT,9.5345,9.8699,9,9.3529,1355386.92,12875324.97,33927,9.43495
1.55961E+12,2019-06-04,ETC/USDT,9.3376,9.3376,7.5274,8.2603,1829964.35,15562825.96,45133,8.4325
1.55969E+12,2019-06-05,ETC/USDT,8.269,8.39,7.7598,8.0964,1338134.08,10785693.33,30091,8.0749
1.55978E+12,2019-06-06,ETC/USDT,8.1012,8.1803,7.3071,7.9374,1029487.65,8006602.806,23260,7.7437
1.55987E+12,2019-06-07,ETC/USDT,7.9438,8.3685,7.7709,8.2067,737072.49,5924546.946,16310,8.0697
1.55995E+12,2019-06-08,ETC/USDT,8.2115,8.82,8.0221,8.3993,716708.61,6014091.949,16764,8.42105
1.56004E+12,2019-06-09,ETC/USDT,8.4053,8.5112,7.8332,8.1171,629703.84,5137097.14,15390,8.1722
1.56012E+12,2019-06-10,ETC/USDT,8.1172,8.3847,7.887,8.3124,674050.25,5505717.47,15846,8.13585
1.56021E+12,2019-06-11,ETC/USDT,8.3034,8.3296,8,8.2267,467077.76,3805939.503,10269,8.1648
1.5603E+12,2019-06-12,ETC/USDT,8.24,8.8,8.0902,8.6203,741866.85,6205804.913,17089,8.4451
1.56038E+12,2019-06-13,ETC/USDT,8.6186,8.7253,8.4413,8.5339,587022.48,5028932.681,13099,8.5833
1.56047E+12,2019-06-14,ETC/USDT,8.5313,8.578,8.1,8.5408,578079.57,4835065.214,13259,8.339
1.56056E+12,2019-06-15,ETC/USDT,8.5392,8.69,8.3656,8.5849,464001.29,3967601.908,10769,8.5278
1.56064E+12,2019-06-16,ETC/USDT,8.5712,8.8931,8.4709,8.6827,875815.05,7610312.511,19681,8.682
1.56073E+12,2019-06-17,ETC/USDT,8.6851,8.8595,8.619,8.7705,541027.03,4726227.897,12732,8.73925
1.56082E+12,2019-06-18,ETC/USDT,8.7657,8.8014,8.3201,8.4395,598042.09,5107028.348,14541,8.56075
1.5609E+12,2019-06-19,ETC/USDT,8.4439,8.6786,8.421,8.5168,318375.86,2713790.663,8122,8.5498
1.56099E+12,2019-06-20,ETC/USDT,8.5162,8.5789,8.3553,8.4845,229366.1,1939719.329,6863,8.4671
1.56108E+12,2019-06-21,ETC/USDT,8.4845,8.7845,8.4845,8.6985,525425.65,4539382.683,12949,8.6345
1.56116E+12,2019-06-22,ETC/USDT,8.7123,9.2657,8.6,9.1712,1277025.54,11501361.85,30773,8.93285
1.56125E+12,2019-06-23,ETC/USDT,9.1714,9.6685,9.0906,9.2979,997096.73,9328536.649,24825,9.37955
1.56133E+12,2019-06-24,ETC/USDT,9.2979,9.4388,8.9002,9.3112,546620.32,5020117.618,15345,9.1695
1.56142E+12,2019-06-25,ETC/USDT,9.3124,9.3562,9.0698,9.2572,440902.34,4052912.382,12190,9.213
1.56151E+12,2019-06-26,ETC/USDT,9.257,9.73,8.7713,9.0856,1189019.24,11093016.76,34976,9.25065
1.56159E+12,2019-06-27,ETC/USDT,9.0995,9.2103,7.2135,7.7688,2479208.55,20061738.28,60478,8.2119
1.56168E+12,2019-06-28,ETC/USDT,7.7838,8.1176,7.6553,8.0315,1182854.27,9342107.211,29134,7.88645
1.56177E+12,2019-06-29,ETC/USDT,8.0232,8.3325,7.6146,8.2662,719881.05,5736965.741,18543,7.97355
1.56185E+12,2019-06-30,ETC/USDT,8.2736,8.6605,7.7257,7.7728,906906.14,7381870.784,22520,8.1931
1.56194E+12,2019-07-01,ETC/USDT,7.7772,8.0248,7.301,7.7914,742692.38,5716858.922,20102,7.6629
1.56203E+12,2019-07-02,ETC/USDT,7.7914,7.9,7.3159,7.7045,657817.27,4998893.479,18951,7.60795
1.56211E+12,2019-07-03,ETC/USDT,7.71,7.915,7.6292,7.8494,437237.65,3392687.364,11938,7.7721
1.5622E+12,2019-07-04,ETC/USDT,7.8596,8.1505,7.682,7.7515,473987.86,3732591.23,14144,7.91625
1.56228E+12,2019-07-05,ETC/USDT,7.7393,7.9278,7.6229,7.8456,374875.71,2911430.955,10074,7.77535
1.56237E+12,2019-07-06,ETC/USDT,7.8487,7.99,7.7345,7.8398,265471.07,2085504.553,8558,7.86225
1.56246E+12,2019-07-07,ETC/USDT,7.8339,7.9659,7.7606,7.956,166544.96,1308879.922,5615,7.86325
1.56254E+12,2019-07-08,ETC/USDT,7.9604,8.012,7.8486,7.9985,229441.9,1817549.279,7531,7.9303
1.56263E+12,2019-07-09,ETC/USDT,7.9985,8.1149,7.6342,7.8812,276436.48,2182017.515,9687,7.87455
1.56272E+12,2019-07-10,ETC/USDT,7.8828,7.9341,6.948,7.2765,540393.34,3993423.985,15140,7.44105
1.5628E+12,2019-07-11,ETC/USDT,7.2759,7.276,6.1519,6.6257,688749.43,4578133.385,17257,6.71395
1.56289E+12,2019-07-12,ETC/USDT,6.6259,6.84,6.5015,6.7671,302374.36,2029848.883,8488,6.67075
1.56298E+12,2019-07-13,ETC/USDT,6.7691,6.7727,6.3915,6.606,400799.79,2630163.607,10326,6.5821
1.56306E+12,2019-07-14,ETC/USDT,6.6072,6.6324,5.5315,5.642,889266.64,5310755.819,21108,6.08195
1.56315E+12,2019-07-15,ETC/USDT,5.6314,5.8601,5.1015,5.7593,1285469.64,7120625.815,22740,5.4808
1.56324E+12,2019-07-16,ETC/USDT,5.7651,6.0877,5.1128,5.3295,1207017.32,6791359.145,23222,5.60025
1.56332E+12,2019-07-17,ETC/USDT,5.3378,5.9521,5.2191,5.6974,942345.47,5223951.617,16496,5.5856
1.56341E+12,2019-07-18,ETC/USDT,5.6976,6.0951,5.3982,6.0243,752750.59,4333041.089,14661,5.74665
1.56349E+12,2019-07-19,ETC/USDT,6.0246,6.031,5.6386,5.8456,484597.37,2807816.748,11380,5.8348
1.56358E+12,2019-07-20,ETC/USDT,5.8567,6.3279,5.8299,6.1579,518656.94,3158309.785,10403,6.0789
1.56367E+12,2019-07-21,ETC/USDT,6.1527,6.2901,6.03,6.2549,277273.04,1707219.978,6467,6.16005
1.56375E+12,2019-07-22,ETC/USDT,6.2537,6.5,6.214,6.3705,566520.79,3600461.554,10590,6.357
1.56384E+12,2019-07-23,ETC/USDT,6.3677,6.3701,5.9419,6.0293,466819.85,2848543.699,7948,6.156
1.56393E+12,2019-07-24,ETC/USDT,6.0334,6.2465,5.7628,6.1022,444455.99,2659999.116,9390,6.00465
1.56401E+12,2019-07-25,ETC/USDT,6.0925,6.2679,5.9641,6.0069,367646.4,2246848.307,7584,6.116
1.5641E+12,2019-07-26,ETC/USDT,6.0052,6.2463,5.8863,6.2,226065.65,1371008.499,4852,6.0663
1.56419E+12,2019-07-27,ETC/USDT,6.1963,6.3218,5.7763,5.9484,494365.72,2969296.434,9323,6.04905
1.56427E+12,2019-07-28,ETC/USDT,5.9409,6.0168,5.5715,5.9072,380787.86,2237772.911,7875,5.79415
1.56436E+12,2019-07-29,ETC/USDT,5.9095,6.1014,5.834,5.9339,344444.74,2050598.198,7686,5.9677
1.56444E+12,2019-07-30,ETC/USDT,5.9301,5.9938,5.8116,5.9289,199287.64,1178534.976,4215,5.9027
1.56453E+12,2019-07-31,ETC/USDT,5.9282,6.0892,5.7855,6.0494,298000.95,1777434.58,6830,5.93735
1.56462E+12,2019-08-01,ETC/USDT,6.0533,6.0729,5.8142,5.9614,319072.97,1891090.337,7087,5.94355
1.5647E+12,2019-08-02,ETC/USDT,5.9579,6.0025,5.7852,5.8796,232019.57,1368615.408,5328,5.89385
1.56479E+12,2019-08-03,ETC/USDT,5.8801,5.9519,5.819,5.8851,184641.47,1086734.228,3746,5.88545
1.56488E+12,2019-08-04,ETC/USDT,5.8814,6.15,5.8236,6.0954,281034.21,1690583.109,6084,5.9868
1.56496E+12,2019-08-05,ETC/USDT,6.0947,6.3897,6.0947,6.1787,413028.66,2574441.973,8967,6.2422
1.56505E+12,2019-08-06,ETC/USDT,6.1815,6.256,5.7964,5.8644,359774.86,2179684.876,8441,6.0262
1.56514E+12,2019-08-07,ETC/USDT,5.8644,6.0144,5.8256,5.9058,242497.57,1432960.965,5276,5.92
1.56522E+12,2019-08-08,ETC/USDT,5.9043,6.1871,5.878,6.0026,317495.3,1912139.25,6938,6.03255
1.56531E+12,2019-08-09,ETC/USDT,6.0126,6.0266,5.7418,5.8101,214862.6,1255690.127,4846,5.8842
1.5654E+12,2019-08-10,ETC/USDT,5.8191,5.8968,5.5441,5.6582,330583.83,1891758.048,6665,5.72045
1.56548E+12,2019-08-11,ETC/USDT,5.652,5.88,5.652,5.8311,228875.2,1323205.151,4894,5.766
1.56557E+12,2019-08-12,ETC/USDT,5.8312,5.8937,5.7101,5.7907,136628.39,791790.032,3063,5.8019
1.56565E+12,2019-08-13,ETC/USDT,5.7907,5.9582,5.74,5.9204,228714.89,1334611.03,4654,5.8491
1.56574E+12,2019-08-14,ETC/USDT,5.9175,6.1779,5.4743,5.5958,633038.93,3701518.617,11138,5.8261
1.56583E+12,2019-08-15,ETC/USDT,5.6051,5.7823,5.5082,5.6492,266091.76,1495897.429,5959,5.64525
1.56591E+12,2019-08-16,ETC/USDT,5.6468,5.6468,5.4376,5.5317,299612.83,1655031.59,6908,5.5422
1.566E+12,2019-08-17,ETC/USDT,5.5277,5.5392,5.3942,5.4552,154653.28,846121.2778,3667,5.4667
1.56609E+12,2019-08-18,ETC/USDT,5.4624,5.6557,5.4218,5.5729,190290.97,1059047.3,4236,5.53875
1.56617E+12,2019-08-19,ETC/USDT,5.572,5.6626,5.4239,5.5436,304767.32,1692775.002,5961,5.54325
1.56626E+12,2019-08-20,ETC/USDT,5.5465,6.1807,5.4694,6.0315,1121753.69,6645465.986,22428,5.82505
1.56635E+12,2019-08-21,ETC/USDT,6.0305,6.3843,5.851,6.1547,1343024.95,8193484.669,24112,6.11765
1.56643E+12,2019-08-22,ETC/USDT,6.1523,7.6742,5.9862,7.2149,3066791.47,21316503.25,67908,6.8302
1.56652E+12,2019-08-23,ETC/USDT,7.2173,7.5522,6.85,7.1433,2513608.16,17983447.27,54471,7.2011
1.5666E+12,2019-08-24,ETC/USDT,7.1434,7.2162,6.7518,6.853,1115523.33,7781738.196,23385,6.984
1.56669E+12,2019-08-25,ETC/USDT,6.8536,7.4125,6.8296,7.13,1256629.35,9009657.058,27436,7.12105
1.56678E+12,2019-08-26,ETC/USDT,7.1358,7.59,7.1136,7.3415,1210750.3,8826844.945,27673,7.3518
1.56686E+12,2019-08-27,ETC/USDT,7.3381,7.3466,7.0894,7.204,518033.1,3730908.911,12026,7.218
1.56695E+12,2019-08-28,ETC/USDT,7.2075,7.2498,6.2231,6.4597,1800202.15,12037223.9,34520,6.73645
1.56704E+12,2019-08-29,ETC/USDT,6.4628,6.4677,5.68,5.9395,1839808.66,11108308.22,36066,6.07385
1.56712E+12,2019-08-30,ETC/USDT,5.9395,6.4739,5.7286,6.3003,1450053.22,9037124.575,29975,6.10125
1.56721E+12,2019-08-31,ETC/USDT,6.3004,6.4366,6.1409,6.2604,677097.53,4250621.788,16299,6.28875
1.5673E+12,2019-09-01,ETC/USDT,6.2583,6.3314,6.06,6.2372,450668.93,2802009.655,10549,6.1957
1.56738E+12,2019-09-02,ETC/USDT,6.2396,6.8749,6.1826,6.684,1261619.01,8341334.149,24393,6.52875
1.56747E+12,2019-09-03,ETC/USDT,6.6841,7.0248,6.6037,6.7977,970199.47,6621324.575,20963,6.81425
1.56756E+12,2019-09-04,ETC/USDT,6.7983,6.8551,6.6619,6.762,563845.81,3812431.857,14531,6.7585
1.56764E+12,2019-09-05,ETC/USDT,6.761,7.2061,6.6978,7.0396,1351255.39,9482157.872,31128,6.95195
1.56773E+12,2019-09-06,ETC/USDT,7.0368,7.0763,6.65,6.6563,1091293.53,7552770.275,23348,6.86315
1.56781E+12,2019-09-07,ETC/USDT,6.6563,6.8039,6.3,6.6361,1581338.09,10328546.18,34380,6.55195
1.5679E+12,2019-09-08,ETC/USDT,6.6334,6.7802,6.55,6.648,700039.02,4661688.275,15868,6.6651
1.56799E+12,2019-09-09,ETC/USDT,6.648,6.785,6.363,6.5924,1158956.51,7605329.24,23129,6.574
1.56807E+12,2019-09-10,ETC/USDT,6.5879,6.7529,6.3818,6.5302,1392737.02,9197243.907,23176,6.56735
1.56816E+12,2019-09-11,ETC/USDT,6.5313,6.5957,6.1091,6.3291,1214879.85,7689498.593,21702,6.3524
1.56825E+12,2019-09-12,ETC/USDT,6.3282,6.3849,6.1942,6.1985,1048596.57,6580048.691,17902,6.28955
1.56833E+12,2019-09-13,ETC/USDT,6.1984,6.2432,6.1,6.1596,634750.89,3919372.105,11995,6.1716
1.56842E+12,2019-09-14,ETC/USDT,6.1659,6.294,6.1014,6.241,357701.26,2219974.274,9039,6.1977
1.56851E+12,2019-09-15,ETC/USDT,6.2442,6.337,6.2094,6.2496,407029.45,2549934.43,9355,6.2732
1.56859E+12,2019-09-16,ETC/USDT,6.2526,6.3303,6.1259,6.2175,583069.06,3632265.524,10966,6.2281
1.56868E+12,2019-09-17,ETC/USDT,6.2166,6.474,6.1529,6.2816,772165.58,4866161.858,16670,6.31345
1.56876E+12,2019-09-18,ETC/USDT,6.2843,6.5211,6.2765,6.3742,1082951.74,6961372.105,23162,6.3988
1.56885E+12,2019-09-19,ETC/USDT,6.3706,6.3833,5.7515,6.2103,1996207.94,12163387.37,37671,6.0674
1.56894E+12,2019-09-20,ETC/USDT,6.2078,6.2777,5.9473,6.1695,1008144.29,6197693.581,19094,6.1125
1.56902E+12,2019-09-21,ETC/USDT,6.1692,6.198,6.0325,6.1217,452073.73,2767692.436,9769,6.11525
1.56911E+12,2019-09-22,ETC/USDT,6.1246,6.1276,5.93,5.9926,743085.19,4466325.961,11931,6.0288
1.5692E+12,2019-09-23,ETC/USDT,5.9887,6.0856,5.806,5.8206,892583.93,5315934.807,16572,5.9458
1.56928E+12,2019-09-24,ETC/USDT,5.8194,5.8738,4.1,4.6197,3973281,19597092.69,70589,4.9869
1.56937E+12,2019-09-25,ETC/USDT,4.6182,4.9391,4.4958,4.8148,3536125.36,16598326.58,57043,4.71745
1.56946E+12,2019-09-26,ETC/USDT,4.8191,4.8548,4.4668,4.6891,1591301.98,7450071.396,32091,4.6608
1.56954E+12,2019-09-27,ETC/USDT,4.6877,4.7331,4.4756,4.6623,950593.92,4378409.312,17587,4.60435
1.56963E+12,2019-09-28,ETC/USDT,4.6632,4.7573,4.6074,4.6691,762483.68,3565246.276,15247,4.68235
1.56972E+12,2019-09-29,ETC/USDT,4.6701,4.6865,4.429,4.5424,697464.66,3162869.656,13267,4.55775
1.5698E+12,2019-09-30,ETC/USDT,4.5459,4.7595,4.4072,4.7096,1253128.96,5745977.646,24045,4.58335
1.56989E+12,2019-10-01,ETC/USDT,4.7093,4.85,4.5577,4.6106,1233763.59,5793988.566,23909,4.70385
1.56997E+12,2019-10-02,ETC/USDT,4.6102,4.6917,4.5459,4.6781,413638.39,1906198.707,7564,4.6188
1.57006E+12,2019-10-03,ETC/USDT,4.6805,4.6918,4.5091,4.5989,587207.51,2700761.722,10466,4.60045
1.57015E+12,2019-10-04,ETC/USDT,4.5991,4.6635,4.4823,4.578,560504.45,2570059.815,8885,4.5729
1.57023E+12,2019-10-05,ETC/USDT,4.577,4.6649,4.5348,4.6157,742663.58,3420103.663,10539,4.59985
1.57032E+12,2019-10-06,ETC/USDT,4.6135,4.6281,4.3801,4.4874,465444,2098052.247,9172,4.5041
1.57041E+12,2019-10-07,ETC/USDT,4.4857,4.7274,4.4562,4.6622,769774.16,3548814.008,14369,4.5918
1.57049E+12,2019-10-08,ETC/USDT,4.6642,4.73,4.5706,4.6171,329777.99,1530512.053,7342,4.6503
1.57058E+12,2019-10-09,ETC/USDT,4.62,5.2233,4.5911,5.0611,1392029.34,6847597.265,28428,4.9072
1.57067E+12,2019-10-10,ETC/USDT,5.0646,5.0991,4.8075,4.8269,1359714.04,6758683.714,25109,4.9533
1.57075E+12,2019-10-11,ETC/USDT,4.8287,4.9443,4.6271,4.6383,1079609.63,5147399.247,20479,4.7857
1.57084E+12,2019-10-12,ETC/USDT,4.6417,4.7438,4.6365,4.7046,439647.04,2065352.298,8037,4.69015
1.57092E+12,2019-10-13,ETC/USDT,4.7046,4.8068,4.6817,4.7404,424411.66,2015277.357,10536,4.74425
1.57101E+12,2019-10-14,ETC/USDT,4.7404,4.8563,4.7211,4.7892,339846.39,1625841.623,11310,4.7887
1.5711E+12,2019-10-15,ETC/USDT,4.7886,4.8031,4.45,4.5352,1187116.67,5478226.835,26737,4.62655
1.57118E+12,2019-10-16,ETC/USDT,4.5337,4.6942,4.1457,4.4162,1756777.82,7823080.981,29124,4.41995
1.57127E+12,2019-10-17,ETC/USDT,4.4162,4.5764,4.3704,4.4999,901768.44,4030530.507,13998,4.4734
1.57136E+12,2019-10-18,ETC/USDT,4.5016,4.5211,4.3302,4.4109,607506.18,2683430.605,11217,4.42565
1.57144E+12,2019-10-19,ETC/USDT,4.4109,4.4653,4.3696,4.4174,485614.46,2142825.487,8503,4.41745
1.57153E+12,2019-10-20,ETC/USDT,4.4177,4.5417,4.3633,4.5013,272427,1212065.202,6797,4.4525
1.57162E+12,2019-10-21,ETC/USDT,4.5014,4.6838,4.428,4.5775,1188982.66,5401680.684,18657,4.5559
1.5717E+12,2019-10-22,ETC/USDT,4.5804,4.6484,4.4101,4.4532,621868.91,2833728.407,13424,4.52925
1.57179E+12,2019-10-23,ETC/USDT,4.4543,4.4816,4.0227,4.2546,1367375.68,5810749.017,26655,4.25215
1.57188E+12,2019-10-24,ETC/USDT,4.2571,4.3582,4.1808,4.2582,618082.37,2634337.627,14137,4.2695
1.57196E+12,2019-10-25,ETC/USDT,4.2595,5,4.2226,4.7416,2284322.01,10591554.23,42669,4.6113
1.57205E+12,2019-10-26,ETC/USDT,4.7448,5.1152,4.4691,4.5738,3099367.38,14681295.55,64200,4.79215
1.57213E+12,2019-10-27,ETC/USDT,4.5723,4.9285,4.5363,4.7735,1746823.1,8282790.555,36466,4.7324
1.57222E+12,2019-10-28,ETC/USDT,4.7794,5.0065,4.7301,4.7364,1256771.74,6090934.546,28104,4.8683
1.57231E+12,2019-10-29,ETC/USDT,4.7366,5.1518,4.7313,4.9239,2016169.04,10012558.16,40968,4.94155
1.57239E+12,2019-10-30,ETC/USDT,4.9268,4.9717,4.7121,4.7871,1156788.12,5600082.879,22635,4.8419
1.57248E+12,2019-10-31,ETC/USDT,4.7877,4.9748,4.6655,4.8074,1472205.22,7109820.274,27012,4.82015
1.57257E+12,2019-11-01,ETC/USDT,4.8033,4.9435,4.7841,4.8656,898241.44,4362709.115,18745,4.8638
1.57265E+12,2019-11-02,ETC/USDT,4.8677,5.0475,4.8289,4.9241,665779.25,3277822.939,14426,4.9382
1.57274E+12,2019-11-03,ETC/USDT,4.9241,4.998,4.8241,4.8765,421528.37,2065683.576,10588,4.91105
1.57283E+12,2019-11-04,ETC/USDT,4.8748,5.0399,4.8424,4.9625,588257.89,2907651.224,14847,4.94115
1.57291E+12,2019-11-05,ETC/USDT,4.9654,5.0676,4.8424,5.0179,796021.6,3962190.588,21680,4.955
1.573E+12,2019-11-06,ETC/USDT,5.0209,5.1999,4.987,5.0745,1014296.19,5139146.829,23189,5.09345
1.57308E+12,2019-11-07,ETC/USDT,5.0745,5.3794,5.0422,5.2412,2157947.67,11135900.43,41347,5.2108
1.57317E+12,2019-11-08,ETC/USDT,5.2448,5.2839,4.7788,4.9754,1768262.89,8937968.659,35258,5.03135
1.57326E+12,2019-11-09,ETC/USDT,4.9711,5.0555,4.918,4.9554,568270.08,2830120.931,13876,4.98675
1.57334E+12,2019-11-10,ETC/USDT,4.956,5.2,4.9113,5.0365,966046.8,4853331.669,19875,5.05565
1.57343E+12,2019-11-11,ETC/USDT,5.0414,5.0679,4.8223,4.8916,715712.35,3517529.708,17250,4.9451
1.57352E+12,2019-11-12,ETC/USDT,4.8929,4.9403,4.8,4.9067,523478.18,2558103.885,13265,4.87015
1.5736E+12,2019-11-13,ETC/USDT,4.9102,4.9242,4.8316,4.849,337751.41,1645638.25,8246,4.8779
1.57369E+12,2019-11-14,ETC/USDT,4.8495,4.8598,4.6829,4.7515,523507.23,2491798.953,13452,4.77135
1.57378E+12,2019-11-15,ETC/USDT,4.7504,4.8146,4.451,4.5652,806352.38,3734801.23,20000,4.6328
1.57386E+12,2019-11-16,ETC/USDT,4.5651,4.6499,4.535,4.6297,264375.81,1214684.781,6979,4.59245
1.57395E+12,2019-11-17,ETC/USDT,4.6319,4.6898,4.5798,4.6139,421145.4,1955880.71,11553,4.6348
1.57404E+12,2019-11-18,ETC/USDT,4.6146,4.6286,4.1927,4.3674,1493065.05,6613676.708,32647,4.41065
1.57412E+12,2019-11-19,ETC/USDT,4.3646,4.5387,4.25,4.3865,1472511.6,6421523.868,26487,4.39435
1.57421E+12,2019-11-20,ETC/USDT,4.3865,4.4396,4.2976,4.3374,539470.13,2362641.955,13191,4.3686
1.57429E+12,2019-11-21,ETC/USDT,4.3368,4.4159,4.0519,4.1785,1001269.36,4235490.697,22468,4.2339
1.57438E+12,2019-11-22,ETC/USDT,4.178,4.225,3.5352,3.8672,2593112.7,10094282.76,56599,3.8801
1.57447E+12,2019-11-23,ETC/USDT,3.8665,4.0762,3.7941,3.9887,1017895.15,3975304.269,22464,3.93515
1.57455E+12,2019-11-24,ETC/USDT,3.9858,4.0009,3.6634,3.7023,1115150.67,4284028.938,27518,3.83215
1.57464E+12,2019-11-25,ETC/USDT,3.7038,3.9804,3.534,3.7691,1805572.57,6724961.651,40847,3.7572
1.57473E+12,2019-11-26,ETC/USDT,3.7677,3.9222,3.75,3.8706,705815.52,2715564.998,14395,3.8361
1.57481E+12,2019-11-27,ETC/USDT,3.8701,4.0877,3.6752,3.945,1224486.64,4735783.546,22424,3.88145
1.5749E+12,2019-11-28,ETC/USDT,3.9499,4.0203,3.8558,3.9389,806968.47,3181997.567,17546,3.93805
1.57499E+12,2019-11-29,ETC/USDT,3.9369,4.1323,3.9218,4.0776,729760.25,2942160.1,17177,4.02705
1.57507E+12,2019-11-30,ETC/USDT,4.0748,4.1034,3.858,3.9409,589869.9,2343151.216,12188,3.9807
1.57516E+12,2019-12-01,ETC/USDT,3.937,4.0206,3.808,3.9288,814970.52,3177128.333,16225,3.9143
1.57524E+12,2019-12-02,ETC/USDT,3.927,3.9488,3.7752,3.8545,602427.87,2321439.46,12870,3.862
1.57533E+12,2019-12-03,ETC/USDT,3.8524,3.9428,3.8203,3.8285,514008.63,1989678.43,9544,3.88155
1.57542E+12,2019-12-04,ETC/USDT,3.8306,3.896,3.6949,3.7499,1360353.64,5144945.271,23540,3.79545
1.5755E+12,2019-12-05,ETC/USDT,3.7475,3.8155,3.7245,3.7879,646446.85,2436316.637,12566,3.77
1.57559E+12,2019-12-06,ETC/USDT,3.7878,3.9144,3.7627,3.887,624256.4,2394099.459,13080,3.83855
1.57568E+12,2019-12-07,ETC/USDT,3.887,3.9457,3.8482,3.8603,371629.61,1448999.398,8445,3.89695
1.57576E+12,2019-12-08,ETC/USDT,3.862,3.9524,3.823,3.8977,408082.56,1583750.136,8693,3.8877
1.57585E+12,2019-12-09,ETC/USDT,3.8973,3.9227,3.7626,3.7975,545001.86,2105968.512,11217,3.84265
1.57594E+12,2019-12-10,ETC/USDT,3.7972,3.7999,3.7274,3.7749,440933.45,1660723.735,10233,3.76365
1.57602E+12,2019-12-11,ETC/USDT,3.7759,3.8047,3.7542,3.7748,294571.86,1113389.127,7066,3.77945
1.57611E+12,2019-12-12,ETC/USDT,3.7749,3.8499,3.7151,3.8157,632099.6,2383798.798,13630,3.7825
1.5762E+12,2019-12-13,ETC/USDT,3.8165,3.889,3.7971,3.8562,368981.4,1422434.153,7769,3.84305
1.57628E+12,2019-12-14,ETC/USDT,3.862,3.8703,3.7428,3.7984,470856.34,1796776.537,10242,3.80655
1.57637E+12,2019-12-15,ETC/USDT,3.7986,3.8586,3.7529,3.8056,405188.78,1543109.865,8323,3.80575
1.57645E+12,2019-12-16,ETC/USDT,3.8057,3.8453,3.62,3.6796,1100621.23,4107815.079,19607,3.73265
1.57654E+12,2019-12-17,ETC/USDT,3.6781,3.7048,3.4107,3.469,1412319.21,4996965.211,21266,3.55775
1.57663E+12,2019-12-18,ETC/USDT,3.4702,3.8298,3.3607,3.7645,2607893.64,9336551.147,33497,3.59525
1.57671E+12,2019-12-19,ETC/USDT,3.7754,3.7969,3.6561,3.7268,588312.17,2192321.488,8870,3.7265
1.5768E+12,2019-12-20,ETC/USDT,3.7268,4.2314,3.6793,4.0541,1137525.1,4510477.758,20315,3.95535
1.57689E+12,2019-12-21,ETC/USDT,4.0493,4.1797,3.993,4.086,1392435.63,5681309.508,20215,4.08635
