unix,ds,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount,Value
1.52E+12,2018-01-12,BTC/USDT,13238.76000000,14109.78,12500,13740.01000000,16417.16213700,222516076.27145907,134452,13304.89
1.52E+12,2018-01-13,BTC/USDT,13749.95000000,14580,13706.15,14210.00000000,12221.50852800,173086488.54788404,123639,14143.075
1.52E+12,2018-01-14,BTC/USDT,14210.00000000,14339.5,12569.2,13474.99000000,17017.89432900,226525305.12938110,152364,13454.35
1.52E+12,2018-01-15,BTC/USDT,13477.98000000,14249.99,13147.79,13539.93000000,14652.09470500,200614554.53834300,145362,13698.89
1.52E+12,2018-01-16,BTC/USDT,13500.00000000,13542.93,9035,10900.00000000,63401.16917500,722150828.14940244,418243,11288.965
1.52E+12,2018-01-17,BTC/USDT,10899.99000000,11680.99,9037.94,10988.79000000,72331.79664600,744154180.13120590,517293,10359.465
1.52E+12,2018-01-18,BTC/USDT,10972.59000000,11878.82,10435.33,10961.97000000,48464.43493700,541289614.05840462,393112,11157.075
1.52E+12,2018-01-19,BTC/USDT,10960.00000000,11795,10360,11474.98000000,34129.37542100,382773499.22657920,273271,11077.5
1.52E+12,2018-01-20,BTC/USDT,11474.98000000,13099,11412.45,12799.94000000,28768.85782700,358561107.78097045,251647,12255.725
1.52E+12,2018-01-21,BTC/USDT,12799.80000000,12799.8,10965,11530.00000000,41379.77342600,485289230.81889239,360207,11882.4
1.52E+12,2018-01-22,BTC/USDT,11530.00000000,11926.35,9900.24,10760.05000000,43752.60679100,475716514.20869704,363264,10913.295
1.52E+12,2018-01-23,BTC/USDT,10760.05000000,11399,9905,10799.18000000,37473.92255200,399419413.23298073,355286,10652
1.52E+12,2018-01-24,BTC/USDT,10799.14000000,11570.48,10500,11349.99000000,27158.58776200,299470607.43020020,293429,11035.24
1.52E+12,2018-01-25,BTC/USDT,11349.96000000,11794.05,10950.21,11175.27000000,20839.95418300,236081364.97365229,221040,11372.13
1.52E+12,2018-01-26,BTC/USDT,11184.70000000,11643,10311.15,11089.00000000,33056.87196000,360482470.17375426,314720,10977.075
1.52E+12,2018-01-27,BTC/USDT,11089.00000000,11650,10842.69,11491.00000000,18860.76834500,212663199.53348226,207478,11246.345
1.52E+12,2018-01-28,BTC/USDT,11499.98000000,12244,11408,11879.95000000,16887.33952400,200211582.94345406,206247,11826
1.52E+12,2018-01-29,BTC/USDT,11879.95000000,11975.02,11139.55,11251.00000000,14170.37753800,162110154.87880376,169199,11557.285
1.52E+12,2018-01-30,BTC/USDT,11250.11000000,11308.42,9900,10237.51000000,25554.37294600,268978329.50861528,259212,10604.21
1.52E+12,2018-01-31,BTC/USDT,10230.00000000,10425.85,9700,10285.10000000,18015.95680500,181644207.11316262,201422,10062.925
1.52E+12,2018-02-01,BTC/USDT,10285.10000000,10335,8750.99,9224.52000000,33564.76431100,317636345.98437110,316020,9542.995
1.52E+12,2018-02-02,BTC/USDT,9224.52000000,9250,8010.02,8873.03000000,49971.62697500,434236483.70448739,453411,8630.01
1.52E+12,2018-02-03,BTC/USDT,8873.03000000,9473.01,8229,9199.96000000,28725.00073500,256834729.05991090,327519,8851.005
1.52E+12,2018-02-04,BTC/USDT,9199.96000000,9368,7930,8184.81000000,32014.30844900,274912288.42132198,356134,8649
1.52E+12,2018-02-05,BTC/USDT,8179.99000000,8382.8,6625,6939.99000000,63403.18257900,471166218.71344725,533510,7503.9
1.52E+12,2018-02-06,BTC/USDT,6939.63000000,7878,6000.01,7652.14000000,100201.50030700,684364276.36666888,785996,6939.005
1.52E+12,2018-02-07,BTC/USDT,7655.02000000,8476,7150.01,7599.00000000,60778.46049700,477935038.81177692,514893,7813.005
1.52E+12,2018-02-08,BTC/USDT,7599.00000000,7844,7572.09,7784.02000000,1521.53731800,11770168.04386595,12417,7708.045
1.52E+12,2018-02-09,BTC/USDT,7789.90000000,8738,7789.9,8683.92000000,20482.91082500,173348469.81187892,273091,8263.95
1.52E+12,2018-02-10,BTC/USDT,8683.93000000,9065.78,8120,8533.98000000,49381.51265300,423411421.93098003,537578,8592.89
1.52E+12,2018-02-11,BTC/USDT,8533.99000000,8549,7726.53,8063.88000000,45025.18795200,366966437.24988851,524626,8137.765
1.52E+12,2018-02-12,BTC/USDT,8063.82000000,8989,8053,8903.00000000,41987.85049000,362440826.99437689,477660,8521
1.52E+12,2018-02-13,BTC/USDT,8903.00000000,8950,8351,8539.90000000,35454.97295600,305165143.69692337,401893,8650.5
1.52E+12,2018-02-14,BTC/USDT,8535.17000000,9489.6,8533,9449.99000000,40811.95286700,370126692.72823302,514897,9011.3
1.52E+12,2018-02-15,BTC/USDT,9449.98000000,10219.5,9301.5,10000.09000000,52427.59671500,512388484.73178286,608349,9760.5
1.52E+12,2018-02-16,BTC/USDT,10000.89000000,10323.37,9666,10159.98000000,38161.20597400,381103299.22388483,405310,9994.685
1.52E+12,2018-02-17,BTC/USDT,10156.07000000,11075.07,10050,11039.55000000,41882.10840700,446012696.16926725,413585,10562.535
1.52E+12,2018-02-18,BTC/USDT,11039.55000000,11274,10080,10383.43000000,61137.38072800,649423311.31002277,537534,10677
1.52E+12,2018-02-19,BTC/USDT,10375.01000000,11250,10270.33,11153.00000000,40831.41713100,443766562.68306607,366882,10760.165
1.52E+12,2018-02-20,BTC/USDT,11147.11000000,11786.01,11100.59,11200.99000000,48153.35428800,551573232.24295881,432197,11443.3
1.52E+12,2018-02-21,BTC/USDT,11195.07000000,11304.03,10200,10437.60000000,68113.81875400,731537130.49218606,542340,10752.015
1.52E+12,2018-02-22,BTC/USDT,10439.02000000,10933.44,9679,9811.04000000,67060.16648300,682006373.86958796,506273,10306.22
1.52E+12,2018-02-23,BTC/USDT,9815.55000000,10435,9570.19,10131.04000000,57202.70237000,571800753.47097651,467480,10002.595
1.52E+12,2018-02-24,BTC/USDT,10131.04000000,10496.97,9352,9694.51000000,40888.15629900,405618586.64803788,337918,9924.485
1.52E+12,2018-02-25,BTC/USDT,9694.51000000,9847,9274.8,9590.00000000,28373.51758600,271286599.12608616,233567,9560.9
1.52E+12,2018-02-26,BTC/USDT,9590.00000000,10444.32,9350,10324.00000000,34878.29275600,347559259.73845184,285276,9897.16
1.52E+12,2018-02-27,BTC/USDT,10321.00000000,10870,10121,10569.04000000,30705.38512300,324295371.14146575,240542,10495.5
1.52E+12,2018-02-28,BTC/USDT,10584.33000000,11098,10300,10326.76000000,30800.98378200,327914696.13067525,277886,10699
1.52E+12,2018-03-01,BTC/USDT,10325.64000000,11060.41,10240,10920.00000000,25092.55393000,268172535.38112930,230428,10650.205
1.52E+12,2018-03-02,BTC/USDT,10923.36000000,11200,10770,11039.00000000,23910.71009000,262936307.00785756,211691,10985
1.52E+12,2018-03-03,BTC/USDT,11038.99000000,11544,11015.01,11464.48000000,21287.15328000,241749497.90247172,190444,11279.505
1.52E+12,2018-03-04,BTC/USDT,11464.47000000,11565,11050.02,11515.00000000,17295.91865300,194849579.12502073,168359,11307.51
1.52E+12,2018-03-05,BTC/USDT,11515.00000000,11710,11415.01,11454.00000000,15144.23106300,174866951.39806526,164318,11562.505
1.52E+12,2018-03-06,BTC/USDT,11455.00000000,11455,10555.48,10716.48000000,29515.57236300,323842216.64859619,250306,11005.24
1.52E+12,2018-03-07,BTC/USDT,10716.48000000,10899,9389.31,9910.00000000,50647.67108000,514808033.48792086,396721,10144.155
1.52E+12,2018-03-08,BTC/USDT,9910.00000000,10099,9060,9271.64000000,41109.47322600,394641280.63843673,336514,9579.5
1.52E+12,2018-03-09,BTC/USDT,9267.07000000,9410,8329,9227.00000000,64112.29140700,567082901.13194054,462712,8869.5
1.52E+12,2018-03-10,BTC/USDT,9230.00000000,9490,8667.07,8770.22000000,37180.01285700,341210248.41481787,288066,9078.535
1.52E+12,2018-03-11,BTC/USDT,8770.22000000,9740,8450,9533.57000000,44325.97338600,403491260.92753161,333367,9095
1.52E+12,2018-03-12,BTC/USDT,9533.57000000,9888.88,8780,9131.34000000,42230.77793000,395562731.86503732,336642,9334.44
1.52E+12,2018-03-13,BTC/USDT,9131.34000000,9474,8823,9150.00000000,40191.40935800,367353984.71328362,342734,9148.5
1.52E+12,2018-03-14,BTC/USDT,9151.92000000,9333.78,7900.28,8170.00000000,49708.09410800,426058009.75594646,399127,8617.03
1.52E+12,2018-03-15,BTC/USDT,8184.01000000,8430,7650,8240.98000000,52291.02227700,422130717.47310124,400529,8040
1.52E+12,2018-03-16,BTC/USDT,8240.98000000,8611.64,7900,8260.00000000,38815.40989300,322355002.16519492,255807,8255.82
1.52E+12,2018-03-17,BTC/USDT,8260.00000000,8348.62,7721.99,7824.80000000,33110.20632900,265973111.61762855,292041,8035.305
1.52E+12,2018-03-18,BTC/USDT,7824.01000000,8317.4,7322,8189.99000000,59488.23171100,458311733.51882042,423336,7819.7
1.52E+12,2018-03-19,BTC/USDT,8189.00000000,8705.23,8088.4,8600.00000000,55297.08494200,462654338.98212784,360414,8396.815
1.52E+12,2018-03-20,BTC/USDT,8595.01000000,9050,8280,8909.98000000,44865.10583500,387879393.47061425,298261,8665
1.52E+12,2018-03-21,BTC/USDT,8909.96000000,9177.01,8750.6,8885.00000000,39972.40537100,358157473.36123241,293696,8963.805
1.52E+12,2018-03-22,BTC/USDT,8884.82000000,9100,8465.1,8722.90000000,40617.55680900,354804129.34330865,276449,8782.55
1.52E+12,2018-03-23,BTC/USDT,8720.00000000,8909,8269,8898.03000000,39991.00766600,340755592.54453098,278571,8589
1.52E+12,2018-03-24,BTC/USDT,8898.04000000,8999.95,8491,8546.86000000,35466.60957200,313254829.90513668,270300,8745.475
1.52E+12,2018-03-25,BTC/USDT,8531.25000000,8669.85,8365.77,8470.15000000,29001.76931600,247023172.30795503,215660,8517.81
